khach_cmt,rating,shop_phan_hoi,shop,dvvc,sp
"giao hàng lâu , đóng gói sơ sài không thích lắm lần đầu mua và sẽ không quag lại nữa , đã thế còn bị vỡ mất hình rách con gấu tính ra hai đôi bị lỗi luôn ",3,,0,1,3
dép nhìn đẹp với ok lắm . nhưng mà shop lại gửi lộn size . shop tư vấn cũng nhiệt tình . nhưng mà shop rep chậm . do gửi lộn size nên hơi thất vọng một tí . trừ shop 2 sao vì 2 lí do trên ạ,3,,0,0,3
"đã nhận, màu dép hơi nhạt, sợ dễ bẩn, sản phẩm khá khác hình, nói chung không muốn dùng cho lắm ",3,,0,0,3
má tức ứa máu mua size 39-40 giao 41   chả hiểu về đi to như dép khủng bố vậy mùi ghê lắm được cái dép nhé trừ 2 sao do giao nhầm size,3,,0,0,3
đặt màu xanh giao màu hồng mà không báo cho khách dép tạm được so với giá thỳ hơi cao size tăng hơn dép đi bình thườngg 1 size,3,,0,0,3
"dép cute, chất dày dặn, phần đế chống trơn ok nhưng mà đặt màu xanh shop lại giao đen nên khá thất vọng nha!",3,,0,0,3
giao khá lâu. shop giao không đúng mẫu mà mình mua thật là thất vọng,3,,1,1,0
shop kêu thông hơi có thông hơi gì đâu. lừa lọc đánh giá 1 sao,3,,1,0,0
dép êm màu trắng dễ bẩn hình in đi mấy hôm là mất hết hình lên nhìn hơi trơn,3,,0,0,3
"dép xinh, rẻ nhưng không êm, nhựa cứng mang khá đau chân. nói chung tiền nào của đó.",3,,0,0,3
"hàng thì ok mà sao mình đặt mẫu như hình, lúc giao lại giao mẫu khác, hơi thất vọng một chút nhưng thôi cũng tạm chấp nhận được, mùi nhựa khá nồng",3,,1,0,3
"dép đẹp, đi êm, giao hàng nhanh, nhưng vì shop giao sai mẫu cho mình nên cho 3 sao",3,,0,1,3
đặt màu hồng mà ship màu kem. may mà đi cũng ổn chứ gần tết rồi còn cáu vì mấy cái này thì chán,3,,0,0,3
"dép đẹp , mang lên form chân đẹp, nhẹ nhưng mà shop ơi, em đặt màu hồng shop giao không đúng màu. nếu mà hết màu thi hãy báo với khách trước khi giao và xem kỹ khách đặt màu nào để gửi đúng màu nha",3,,0,0,3
"đặt màu xanh lại giao màu đen, dép không giống hình, hình in trên dép bị loang màu",3,,0,0,3
"shop giao hàng nhanh, nhưng dép mùi nhựa quá, mãi chưa thấy bay hết mùi!",3,,0,1,3
đặt size 36 37 mà lúc dao về thì là size 37 38 có mùi hôi cực rửa rồi mà vẫn còn mùi ,3,,0,0,3
em đặt màu đen mà shop giao em màu trắng với lại phần chỗ hình con gấu bị tróc 1 nửa mặt,3,,0,0,3
shop giao sai màu . đặt màu đen nhưng giao màu trắng.,3,,1,0,0
giao sai hàng,3,,1,0,0
do nhỏ quá muốn đổi hàng mà shop không rep tin,3,,1,0,3
hơi nhỏ ạ,3,,0,0,3
giao sai màu ,3,,1,0,0
dép hơi bé với lại mùi rất là nồng,3,,0,0,3
mùi hơi khó chịu nhưng khá ok,3,,0,0,3
in hình lỗi,3,,0,0,3
dép cứng,3,,0,0,3
đế êm mỗi tội dễ dính bẩn mà dính rồi thì thành dép cháo lòng chán lém,3,,0,0,3
sao nó không phải màu đen mà lại xanh thế ạ,3,,0,0,3
đi chưa được tuần đã rách quai,3,,0,0,3
hàng dễ bong đế quá giá cũng cao mà hơi thất vọng ,3,,0,0,3
không đẹp cho lắm nhưng tạm được ,3,,0,0,3
hình con hổ dán bong ra hết ,3,,0,0,3
dép đẹp đi êm chân nhưng mà thái độ shipper rất là không lịch sự đưa hàng không giao tận tay mà vứt xuống đất,3,dạ bạn ơi shipper này là của bên shope không phải của shop bạn ạ nên bên mình cũng không biết shipper là ai để bên mình phản hồi lại giúp bạn.,0,0,3
dép mới nhận lúc sáng rối đã nứt rồi,3,dạ do quá trình vận chuyển va đập mạnh nên dép sẽ bị có chút lỗi. mong bạn chuyển hàng về giúp mình để shop bù cho bạn đôi khác.,0,0,3
"dép mỏng, đôi màu hồng bị xẹp mũi dép",3,bạn ơi dép bên mình là dép nhựa đi trong nhà và loại dép này form nó hơi mỏng. cảm ơn bạn đã ủng hộ sản phẩm của shop.,0,0,3
"ủa là sao? Rồi mang 1 chiếc chật 1 chiếc vừa, chán thiệt luôn….",3,cảm ơn bạn đã tin tưởng và lựa chọn sản phẩm của nana sneaker. chúng tôi sẽ liên hệ sớm cho bạn để giải quyết vấn đề nhanh nhất ạ. mong bạn sẽ tin tưởng và chờ sự hỗ trợ sớm nhất có thể từ phía shop nhé!,0,0,3
mình đặt size 36 sao lại gửi size 35 dép không như mong đợi,3,cảm ơn bạn đã tin tưởng và lựa chọn sản phẩm của nana sneaker. chúng tôi sẽ liên hệ sớm cho bạn để giải quyết vấn đề nhanh nhất ạ. mong bạn sẽ tin tưởng và chờ sự hỗ trợ sớm nhất có thể từ phía shop nhé!,0,0,3
kém không được như trong hình,3,cảm ơn bạn đã tin tưởng và lựa chọn sản phẩm của nana sneaker. chúng tôi sẽ liên hệ sớm cho bạn để giải quyết vấn đề nhanh nhất ạ. mong bạn sẽ tin tưởng và chờ sự hỗ trợ sớm nhất có thể từ phía shop nhé!,0,0,3
dép bé em đi size 38 còn không vừa mùi kinh dã man không thử ngửi được ,3,,0,0,3
dép hơi to mình cũng đi cỡ 40 của bn mình nhưng vừa chân và nhỏ hơn cài này hàng hơi to,3,"dạ! bạn ơi, shop luôn sẵn sàng cho khách đổi trả nếu như không vừa sai ạ. shop đã liên hệ với b để được giải quyết nhaz",0,0,3
"chất lượng khác hình ảnh hoán toàn dép y hệt dép bánh mỳ,đi nhẹ tênh ,size 40 mà như 38 hình ảnh chỉ để nhận xu",3,,0,0,3
tạm được mọi người ạ,3,,0,0,3
dép nhỏ,3,,0,0,3
sơn không hết đế mỏng,3,,0,0,3
dép không giống như hình ảnh mà lại có mùi cao xu tôi đánh giá hàng không nên mua phí tiền,3,,0,0,3
lỗi chỗ quai cả 2 đôi,3,,0,0,3
không ra gì,3,,0,0,3
dép nhẹ vậy,3,dạ! minstore trân thành cảm ơn quý khách hàng đã đánh giá cho sản phẩm. ❤️ sự phản hồi của bạn là động lực lớn để minstore phục vụ khách hàng tốt hơn. chúc bạn gặp nhiều may mắn và mong sớm được đồng hành cùng bạn trong những đơn hàng tiếp theo ! thanks,0,0,3
dép có mùi khó gửi đế dép không được đẹp cho lắm,3,dạ! minstore trân thành cảm ơn quý khách hàng đã đánh giá cho sản phẩm. ❤️ sự phản hồi của bạn là động lực lớn để minstore phục vụ khách hàng tốt hơn. chúc bạn gặp nhiều may mắn và mong sớm được đồng hành cùng bạn trong những đơn hàng tiếp theo ! thanks,0,0,3
kém chất lượng bung rất nhanh,3,dạ! quai dép của shop là quai dép dập vào đế. shop đảm bảo đi rất bền ạ. shop cũng xin tiếp nhận ý kiến của quý khách để sản phẩm đến tay khách được tốt hơn ạ.,0,0,3
giao hàng khá nhanh chất lượng cũng ok nhưng mà cách làm việc của shop và bên chăm sóc khách hàng không tốt trừ 2 sao,3,,1,1,0
"dép nhỏ, form nhỏ làm phải đặt lại 1 đôi size to hơn, bình thường chồng mình mang 42, phải mua 44/45 mới vừa",3,để shop đôi size cho chị ạ,0,0,3
"hàng ""fake"" loại 1 rồi mọi người ạ, hic, dép cam là dép mình mua hồi nữa năm  trước mà so với dép đen của shop thì nhìn vẫn dày dặn hơn và mang mềm hơn nhiều. tại shop mình hay mua hết size nên mới qua shop này mua, ai mà ngờ.",3,,0,0,3
"dép xốp nhẹ, mang êm chân, không như trên ảnh lắm mang tạm được",3,,0,0,3
hàng về mình thấy bị bẩn và đường nét nhìn xấu nha recommend mọi người mua cũng tạm,3,,0,0,3
"màu đen không đẹp, rất nhẹ như xốp cảm giác không bền, đế thấp hơn đôi của mình mua ở shop khác, giá cũng cao hơn, nếu không phải vì ở đây có size 45 thì mình đã không chọn mua ở đây",3,,0,0,3
dép size không chuẩn dép cứng đặt 42/43 mà chân 38 đi vừa,3,,1,0,3
dép hơi mỏng so với hình. nói chung là cũng tạm ổn. giá hơi mắc so với chất lượng dép,3,,0,0,3
"mới đầu tui cầm đôi dép mà ngỡ ngàng luôn cứ tưởng là shop giao nhầm size cho tui không à. chân tôi 22 cm mang size nhỏ nhất của shop rồi mà vẫn rộng quá trời còn về shipper thì tôi quá thất vọng luôn, đợi oder lâu rồi mà đến lúc ship để chờ cả buổi mới tới",3,,0,0,3
sản phẩm không giống với lúc đặt. đóng gói không được cẩn thận. tuy nhiên giao hàng nhanh.,3,,0,1,3
shop giao hàng nhanh đóng gói cẩn thận nhưng mà dép lại không được như mình mong muốn shop làm mình khá thất vọng với giá tiền này thì không mong gì hơn ,3,,0,1,3
"mua size 38 mà giao nhầm size 39 í ạ. không sao , lần sau rút kinh nghiệm ok nha shop. sản phẩm tốt như mọi người đánh giá í ạ.",3,,0,0,3
hình ảnh mang tính chất minh họa. chất liệu dép tam được. dép bị móp méo,3,,0,0,3
hàng xinh nha nhưng hình gấu dễ bị rơi ra. dép hơi cứng nhưng với giá này thì ok nhá,3,,0,0,3
tớ thấy dép cũng xinh mà mùi nồng   mọi người muốn mua thì tăng lên 1 2 size lên nhé chứ tớ thấy size 37 mà nhue 35 bé lắm luôn í   có trao đổi với shop và shop đồng í đổi r mà shop không đổi   bực  ,3,,0,0,3
"39 mà như nhầm size 37, nhà vận chuyển có vấn đề hơn 10 ngày trong cùng hà nội mà không nhận được hàng",3,,0,0,3
mùi dép nhựa kinh lắm cũng giống hình nhưng không đẹp lắm nhìn cũng bình thườngg,3,,0,0,3
"dép rất nhỏ ấy mọi người, mình size 39 mà dép như size 36-37 vậy",3,,0,0,3
"giao hàng rất lâu đặt từ 11.11 mà 22.11 mới nhận được hành mặc dù mình ở hà nội.đặt dép hình gấu giao dép hình mặt.dép thì ok mơi méo 1 chút,shop nhắn tin thì nhiệt tình.sản phẩm thì ok còn giao hàng thì lâu và giao sai mẫu.mình đi size 38 đặt size 39 nhưng không được rộng lắm",3,,1,1,0
"sản phẩm tốt, chất lượng nhưng mà mình đã mua size lớn hơn tận 2 số vậy mà vẫn còn bé lắm.",3,,0,0,3
"2 cái dép như 2 nơi làm ra vậy. 1 cái vểnh 1 cái cụp. hình dán con gấu thì 1 chiếc bị dán lệch hẳn sang 1 bên   ưng nhất cái màu hồng thôi chứ màu con gấu cũng trông fake fake chả giống ảnh   với giá này thì đành chấp nhận hic. à ship rất lâu, hơn 1 tuần lận ",3,,0,0,3
"dép mùi nhựa lắm ý ạ,form dép thì khá ok ,đóng gói cũng tạm được",3,,0,0,3
dép ship về bị méo như hình đi hơi cộm nhưng khá êm chân,3,,0,0,3
"size 38 mà chân 37 đi vừa in, mở ra đã thấy mùi hôi nhựa kinh khủng. mà nó cứng không khác gì cục gạch   mấy chế mang đi làm binh khí khi đánh nhau thì quá là ổn   được cái rẻ nên cũng thấy hợp với giá tiền",3,,0,0,3
"dép tốt đi rất thích nhưng mà 1 đôi bị giao lỗi đến giờ là gần 1 tuần rồi mình vẫn chưa nhận lại được dép, hơn nữa hỏi shop từ 2h chiều rồi mà shop vẫn chưa trả lời lại video không liên quan",3,"b ơi, hàng gửi lại b rồi, ở được mà b gửi lại cho m, m gửi lại ngay trong ngày hôm đó mà b bảo không giải quyết là sao ạ",0,0,3
"không giống hình, trên bề mặt có lớp keo, đi vừa size chân nếu thích thoải mái thì nên tăng 1 size",3,,0,0,3
"dép hơi cứng, nhỏ hơi so với size đã đăng, đặt size 39 mà nhỏ như 38 vậy, đi vào bị kích",3,,0,0,3
"size nhỏ hơn size bình thường, mặc dù mình lấy lên 1 size nhưng mà vẫn hơi ních. dép khi về tay mình hơi méo xíu. nhưng cũng rẻ, đáng mua.",3,,0,0,3
thời gian giao hàng nhanh dép thì tạm ổn nhưng giá ship hơi mắc,3,,0,1,0
shop gói hàng không để ý gãy mất form dép của em,3,,1,0,0
"dép bị chảy keo chỗ con gấu, đi hơi cứng chân, đế hơi móp. 50k vậy tạm được",3,,0,0,3
giao sai mẫu. form dép xấu nên đặt tăng 1 size mới vừa nha mọi ngừi,3,,1,0,0
"tiền nào của đó dép cứng form khá nhỏ, mình đi size 37 muốn rộng nên mua 38 thì kiểu vừa khít chân nên mọi người chú ý nhé tất mỏng hơi mủn",3,,0,0,3
"không giống hình đâu, dép thì vẫn ok vẫn đẹp nhưng mà không giống hình (ảnh video minh hoạ)",3,,0,0,3
"38 đi hơi chật, mùi như xốp bìa cát tông, không mềm lắm, màu đẹp",3,,0,0,3
"chất lượng tạm được, giao nhầm size 1 đôi. shop lần sau chú ý hơn khi giao hàng cho khách",3,,1,0,0
mỗi tội mùi kinh khủng lõm mấy chỗ liên không hồi lại được đi êm tiền nào của đấy,3,,0,0,3
"dép giao nhầm size ạ,form dép không đẹp đường may còn dính bao bóng với cao su hình ảnh và video không liên quan",3,,0,0,3
"sản phẩm đẹp nhẹ nhưng mùi nặng quá hắc luôn, nên cân nhắc khi mua",3,,0,0,3
cũng xinh nhưng mùi mở ra nồng nặc mùi cao su không biết khi nào mới hết,3,,0,0,3
1 chiếc dép bị lệch nên đi bị kích mũi chân và khó chịu ạ,3,,0,0,3
"chiếc bên trái hơi méo phần mũi dép nhưng tạm chấp nhận vì dép ưng quá lun, hơi mùi cao su với đặt hàng hôm trước hôm sau nhận được luôn hơi shock vì quá nhanh quá nguy hiểm nên đánh giá shop 3 sao cho shop vui",3,,0,0,3
dép xinh nhưng bị méo viền và có mùi nhựa nặng quá. do dịch bệnh nên quá trình vận chuyển lâu nữa ,3,,0,0,3
giao hàng và chuẩn bị hàng siêu nhanh hàng rất là bình thường mình đã ghi chú shop đóng gói cho 1 cam và 1 màu đen shop nhiệt tình gửi cho 2 đôi màu cam luôn mùi nhựa khủng khiếp,3,,1,1,3
mình đặt size 36 mà shop lại gửi 2 size khác nhau như này lần đầu mua mà thất vọng quá !,3,,0,0,3
giao hơi chậm mà về 1 bé gấu của e rớt rồi ạ,3,,0,1,3
"đặt màu trắng mà shop giao màu hồng, shop để ý hơn nhé, chất đẹp ,màu hồng thì cũng đẹp nhưng làm da mình bị đen đi ,nói chung là rẻ hơn mua ở ngoài nhiều",3,,1,0,3
tạm được,3,,0,0,3
"giao hàng nhanh,gói đồ ok nhưng mà dép một bên đẹp bên lệch form ? bên phải bị méo mó và dép bị xước vào chỗ nên mua thừa ra 2-3size nếu bàn chân mọi người lớn",3,,0,1,3
ai đang phân vân mua hay không mua mình khuyên không nên mô dép quá đểu và cực kì hôi luôn á,3,,0,0,3
"thật sự mình rất thất vọng luôn ấy, đơn đặt gần 2 tuần mới giao.dép thì lúc mở ra bị bị xứt hết 2 mặt con gấu, khá thất vọng về sản phẩm của shop luôn. ",3,,0,1,3
"đặt 1 đôi mặt cười trắng 1 đôi gấu đen mà shop hết gấu đen mình nói đổi màu 2 đôi đó ngược lại cũng được, xong shop giao 2 đôi giống nhau luôn ",3,,1,0,3
"dép mùi cao su kinh khủng, đi 3 ngày vẫn không hết mùi",3,,0,0,3
dép đi mềm nhưng đóng gói nilon nên bị méo phần quai và có mùi như mùi dầu hoả rất nồng chà và giặt cũng không hết mùi,3,,0,0,3
dép bị móp hết 1 chiếc rồi làm sao đi được ạ với giá này thì tạm ổn,3,,0,0,3
dép không giống trong hình đặt size 39 mà đeo còn không vừa mọi người mua thì nhích thêm 1-2 size đi sẽ thoải mái hơn á mùi cao su của dép hơi khó chịu,3,,0,0,3
hàng không được đẹp cho lắm. đế mỏng. nhưng cũng phù hợp với giá tiền. mọi người nên mua nha,3,,0,0,3
"mùi khó chịu lắm , shop giao nhanh .,.",3,,0,1,3
"mùi hơi nồng, gói hàng không kĩ, gấu trên dép dễ bị bung",3,,0,0,3
dép đẹp nhưng con gấu bị bung và shipper khó chịu,3,,0,1,3
2 đôi trắng + hồng mình mua vừa qua ngày gấu đã bung keo rồi,3,,0,0,3
"mình mua rộng 1 size rồi nhưng mà vẫn chật dép in lậch hình, sai màu   mùi lắm luôn. nhưng cũng cảm ơn shop ",3,,0,0,3
"order 2 đôi, đôi màu trắng ok, còn đôi đen thì bị gãy mũi dép phía trước",3,,0,0,3
có mùi hơi kinh và hình con gấu bị lệch cả 2 đôi   hơi cay mà giá rẻ thì phải chịu thôi ,3,,0,0,3
"dép nhỏ, không đúng kích cỡ. mình đã mua tăng 1 size vẫn không đi vừa. dép có mùi",3,,0,0,3
dép thụt 2 size . quá mùi nhưng mà 39k thì không dám đòi hỏi,3,,0,0,3
"dính nhìu vết bẩn,keo",3,,0,0,3
hàng không giống trong ảnh,3,,0,0,3
dép bị móp phần đầu mong shop gói kĩ hơn lần sau,3,,0,0,3
dép hôi và quai không giống hình,3,,0,0,3
dép mùi nhựa hăng mũi luôn,3,,0,0,3
mua size 37 mà về bị chật,3,,0,0,3
dép có phần đã bị sứt rồi.,3,,0,0,3
không giống ảnh cho lắm gói hàng không được kĩ,3,,0,0,3
dép quá bé. đặt size 38 mà chỉ như size 34.,3,,0,0,3
keo dính ra hết ngoài,3,,0,0,3
mua 2 đôi thì gửi nhầm size 1 đôi,3,,0,0,3
dịch giao hơi lâu mà dép trắng bị dơ á ,3,,1,0,3
mua màu trắng giao màu đen .,3,,0,0,3
order size 36 thì gửi size 39-40,3,,0,0,3
không được ưng ý cho lắm nói chung là không được giống hình,3,,0,0,3
dép đi êm nhưng bị thiếu mất đôi sục người yêu của mình,3,,0,0,3
hàng ok,3,,0,0,3
dép bị bong hình đầu con gấu ra,3,,0,0,3
màu kém và size quá nhỏ. size 37 mà như 35. 3*,3,,0,0,3
dép hơi khác màu về hình con gấu huhu,3,,0,0,3
giao nhầm size,3,"m xl ạ, b vào chat với mình mình đổi lại size cho b ạ.",1,0,0
giống hình nhưng đóng gói không chất lượng lắm,3,,1,0,0
dép không được đẹp như hình không đáng với giá tiền bỏ ra,3,cảm ơn bạn đã phản hồi lại cho darius store ạ. bên mình sẽ cố gắng khắc phục và hoàn thiện sản phẩm hơn để mang đến cho cậu trải nghiệm tốt nhất. mình sẽ liên hệ để hỗ trợ bạn nhanh nhất có thể. mong bạn vẫn sẽ tiếp tục đồng hành cùng shop trong tương lai nhé!,0,0,3
"chất lượng quá bình thường, dùng để đi trong vườn nhà thì ok",3,cảm ơn bạn đã tin tưởng và lựa chọn sản phẩm của darius store. chúng tôi sẽ liên hệ sớm cho bạn để giải quyết vấn đề nhanh nhất ạ. mong bạn sẽ tin tưởng và chờ sự hỗ trợ sớm nhất có thể từ phía shop nhé!,0,0,3
tạm ổn,3,cảm ơn bạn đã tin tưởng và lựa chọn sản phẩm của darius store. chúng tôi sẽ liên hệ sớm cho bạn để giải quyết vấn đề nhanh nhất ạ. mong bạn sẽ tin tưởng và chờ sự hỗ trợ sớm nhất có thể từ phía shop nhé!,0,0,3
dép vừa tiền,3,cảm ơn bạn đã tin tưởng và lựa chọn sản phẩm của darius store. chúng tôi sẽ liên hệ sớm cho bạn để giải quyết vấn đề nhanh nhất ạ. mong bạn sẽ tin tưởng và chờ sự hỗ trợ sớm nhất có thể từ phía shop nhé!,0,0,3
dép bị rách mà shop vẫn giao cho khách.nói chung đi không trơn trượt,3,,0,0,3
"giao hàng nhanh, đóng gói bình thường. dép nhẹ, mang cũng khá êm chân, nhưng đặt màu vàng giao màu đen mà không có tin nhắn báo trước gì của shop. vì giá trị hàng nhỏ nên nhận luôn không đổi trả làm gì.",3,,0,1,3
shop làm ăn quá chán mua về bóc ra chưa cả đi đã bẩn hết thế này dép không khác gì rác yêu cầu shop gửi cho đôi khác,3,,1,0,0
thất vọng so với hình ảnh quảng cáo. không xứng đáng với tiền bỏ ra. chán,3,,0,0,3
"dép xinh lắm, hơi to nhưng mang êm chân đẹp lắm nhưng phần đế màu đen bị lỗi nó không được khít với phần đế trắng mong mình cũng hông biết như thế nào nhưng mong shop khắc phục lỗi này ạ, màu trắng thì có thể dễ bị dơ hơn giao hàng khá nhanh với giá tiền này thì sản phẩm cũng được mọi người nên mua!",3,,0,0,3
"không có tặng kèm tất , hủy hàng rồi mà shop vẫn giao",3,,1,0,3
thật sự là 2 đôi kia rắc đẹp nhưng mà đôi còn lại nó bị lỗi rồi chán thực sự,3,,0,0,3
tức thiệt lun á bảo hoàn tiền đã đời cái ông nội shipper điện có 1 lần duy nhất rồi điện lại thì không bắt máy cái đem lại trên cục thì bảo hết hạn. thật bực mình thái độ làm việc của bên giao hàng. tuy nhiên shop làm việc rất được nhưng mà tức ông shipper nên cho 3 sao,3,,1,1,3
trừ shop 1 sao vì giao hàng hơn 10 ngày chưa đến! trừ thêm 1 sao vì dép có mùi nồng kinh khủng! size chân mình bình thườngg mang 39 hỏi shop thì shop tư vấn lấy size 38-39 là vừa nhưng nó siêu rộng nha mọi người! size giống của nam í!,3,,0,1,3
thấy ghi tặng 3 tất mà nhận được có mỗi một đôi tất là như thế nào đây?,3,,0,0,3
ủa lúc em mua em đã xem kĩ là em đặt màu trắng đen lúc giao với thông tin của em là màu xanh đen là sao ? ,3,,1,0,0
"ở phần mô tả nói sản phẩm là cao su nhưng khi mình nhận hàng dép rất nhẹ luôn, mình cũng không biết chất liệu là gì với những loại cao su mình mua  trước thì không hề nhẹ như vậy thấy với giá như vậy mà với chất lượng như vậy mình thấy không được hài lòng. còn shop đóng gói ok giao hàng cũng rất nhanh",3,,0,0,3
dép khá đẹp đúng mẫu size dép khá to mình 38 nên mua nhỏ hơn 1 size để phù họp hơn hình ảnh mang tính chất nhận xu ạ,3,,0,0,3
"đặt trắng đen mà shop giao trắng xanh cũng không nhắn tin báo mình biết, túi zip đựng dép bị văng mất cái nút kéo nên dép 1 chiếc nằm trong 1 chiếc muốn rớt ra ngoài, form dép đẹp và zống với những đôi mình từng mua đặt chung với đôi dép mlb mà đôi kia đóng gói xịn xò kỹ càng 2 3 lớp mà đôi này kỳ cục gê",3,,1,0,3
"đặt combo kèm tất mà chả có tất đâu? hơi thất vọng thời gian giao hàng nhanh , đóng gói sản phẩm tốt .",3,,0,1,3
giao sai mẫu,3,,1,0,0
"dep cao 3,5 cm nha   đặt trắng đen giao trắng xanh  ",3,,1,0,0
dẹp đẹp nhưng shop giao 1 chiếc size 36_37 một chiếc giao 38_39 chả hiểu sao luôn,3,,0,0,3
"dép đẹp, ok mà phần đầu bị mốp méo chắc do bên vận chuyển, giao hơi lâu",3,,0,0,3
"dép đẹp,giống hình nhưng mà shop rep tin nhắn rất lâu với lại kiểu lúc mình bảo cho đổi lại đôi khác thì shop không có ý định cho đổi ( mình lỡ đặt size to quá nên muốn đổi lại size bé hơn)",3,,0,0,3
"size dép hơi lớn so với thực tế, mọi người nên đặt nhỏ hơn 1 size.",3,,0,0,3
"dép đẹp nhưng mà rộng quá , to gấp 2 lần chân mình   cho shop 3 sao , xin lỗi shop nha  giao hàng rất nhanh tất cả đều tốt trừ size dép  ",3,,0,0,3
hàng giao lâu,3,,0,1,0
"giao hàng lâu, giao nhầm sản phảm",3,,1,1,0
hàng đẹp nhưng giao rất lâu.,3,,0,1,3
"đặt 40 41 mà chân mình 41 đeo không vừa   thôi thì 68k về chất lượng thì ổn,cho đứa e vậy",3,,0,0,3
"lời cảnh tỉnh về kích cỡ: - mình đi giày size 43, shop có tư vấn là đặt 44/45 nhưng mua về thì nó ngắn dữ thần luôn về chất lượng: - đây là dép đen, phủ 1 lớp họa tiết lên, nhìn video mọi người sẽ thấy nó hơi bị tưa lớp phủ ra xíu mà trên tất cả, mua giá 79k xong shop hạ còn 62k ",3,,0,0,3
"hơi tiếc vì đặt loại dép phân loại kem thì shop lại giao hình học chất lượng sản phẩm chưa hoàn thiện tốt, nhưng với tầm giá như này cũng ổn rồi",3,,0,0,3
"mua rồi cỡ 40 mà sao lại chật nhỉ , đế lại cứng , không êm . dỗi thực sự ",3,,0,0,3
"dép bị nhăn 2 bên hình không phải in mà là hình dán , đi trời mưa hoặc chùi rửa 2-3 lần là tróc hết hình quá thất vọng.",3,"dép dán nha b ơi, dép in chính hãng giá trên 250k ạ, mình hạn chế đi mưa nhé b",0,0,3
"dép mùi nhựa lắm, nhiều cái như nilong vẫn còn bám ở viền dép, các chữ trên dép có chỗ còn loang chữ, nên chọn tăng 1 size",3,vâng này là dép nhựa nên mới bóc sẽ có mùi nhựa là đúng r ạ. nhưng để vài ngày sẽ hết b nha,0,0,3
"đóng gói hàng cũng ổn. chân size 38 chọn kích thước này thì hơi chật, dép đi trong nhà mình muốn rộng chút thì ok hơn. dép đen họa tiết lúc mình nhận được thì hơi dơ trong lòng dép",3,dép này form nhỏ cần đặt tăng size shop có note rõ trong mô tả sản phẩm mà không biết b có tham khảo kĩ chưa? ảnh và video b chụp thì dép nào của shop cũng xinh lắm ý :3,1,0,3
mẫu mã đẹp ok thật sự hài lòng mà mình đặt size 44-45 shop giao 42-43 thật sự mang không vừa mình hơi buồn,3,"dạ b ơi do sai sót đóng gói bên m xin lỗi, b ib để shop hướng dẫn b hoàn hàng đổi trả ạ  ",0,0,3
"dép là form vuông, không được độn đế cho lắm, hàng hơi bị méo, nhắn tin mãi shop mới đồng ý thoả thuận, không thích cách phục vụ của shop cho lắm ",3,"dạ shop có hướng dẫn b hoàn hàng mà b, nhưng b không chịu muốn đền bù 50% tiền hàng trong khi sản phẩm b đã mua với giá sale 59k, ngoài ra dép này chất liệu mềm nên khi vận chuyển mới nhận hàng có bị móp, chỉ cần để 2-3 ngày nó sẽ hồi lại. shop vẫn phục vụ hỗ trợ giải quyết cho b đến cùng mà b nỡ cho shop 3* ạ",1,0,3
shop gửi nhầm size nhưng đi chỉ thừa chút xíu nhưng đôi dép bị lệch nhiều giống như không phải một đôi,3,,1,0,0
"chất lượng dép cũng tạm. form dép rất nhỏ, dép có mùi rất hắc.",3,,0,0,3
đặt sản phẩm size 39-40 shop giao hẳn size 41 thế này thì đi kiểu gì đóng gói sơ xài rách cả vỏ bọc,3,,0,0,3
"sản phẩm hơi mùi, không chất lượng lắm thì mua dép sục còn hơn nha",3,,0,0,3
size 40 hơi nhỏ so với mấy đổi dép thường bên ngoài ạ. hay kà mổi loại mình hạ thấp một size cho mọi người dễ chọn,3,,0,0,3
hàng tái chế đi không sướng đi 23 hôm bẹp hết mua về mài mỏng đường,3,,0,0,3
shop ghi size không chuẩn. đã nhắn đổi size mà không đổi giúp. dép không đẹp so với giá,3,"dạ b ơi do sai sót đóng gói bên m xin lỗi, b ib để shop hướng dẫn b hoàn hàng đổi trả ạ  ",1,0,0
"đóng gói sản phẩm chắc chắn, đôi màu đen mình đặt thì bị lỗi, form cũng không đều.",3,dạ cái này do lỗi từ nsx r ạ. bên m cũng có hướng dẫn b hoàn hàng đổi trả r đó ạ,1,0,0
"mình đánh giá 3 sao bởi vì shop chuyển sai màu sản phẩm, đóng gói sẩn phẩm không kĩ và hời hợt, chất lượng sản phẩm tạm được như giá cả ",3,"dạ b ơi do sai sót đóng gói bên m xin lỗi, b ib để shop hướng dẫn b hoàn hàng đổi trả ạ  ",0,0,3
dép đẹp nhưng shop gói hàng nhét dép vào nhau khiến dép bị nhăn hình dán dễ bong,3,"dạ do đóng gói và vận chuyển nên nó có hơi ảnh hưởng form, b để vài ngày là nó hồi lại form ạ",1,0,0
"nói chung tạm được,khi bóc hàng ra nghe mùi khá khó chịu,ship khá nhanh,nói chung giá vậy ổn",3,,0,0,3
