khach_cmt,rating,shop_phan_hoi,,,,,,,,,,,,,,,,,,,,,,,
Chưa mặc dc hết ngày đã rách đũng.chất lượng kém quá,1,hàng có xác nhỏ bị lỗi. anh chị liên hệ với shop để được đổi trả hoàn tiền. xin lỗi anh chị vì sự bất tiện này.,,,,,,,,,,,,,,,,,,,,,,,
"Đã hơn 10 ngày không nhận được hàng trong khi đã thanh toán qua air pay, nói nói chuyện với shop rồi nnói chuyện với cả shopee mà bên này đẩy trách nhiệm cho bên kia ,má nó điên máu . chưa ai gọi nhận hàng mà để giao hàng xong 20/1. mua hàng nên lựa shop nha mọi người nên coi những đánh giá 1* chứ đừng coi 5* nha",1,,,,,,,,,,,,,,,,,,,,,,,,
"Vải rất xấu! giao hàng lâu. trên hình shop đăng vải rất đẹp là 1 đằng, đến khi nhận được thì vải 1 nẻo. vải y chang như đồng phục thể dục của học sinh cấp2,3 ",1,,,,,,,,,,,,,,,,,,,,,,,,
"size 2XL mô tả độ dài là 97cm nhưng khi nhận hàng chỉ có 91cm, sai số như này thì thành size khác luôn rồi. đũng quần may rất tệ > khó vận động và hình dáng xấu",1,hàng có xác nhỏ bị lỗi. anh chị liên hệ với shop để được đổi trả hoàn tiền. xin lỗi anh chị vì sự bất tiện này.,,,,,,,,,,,,,,,,,,,,,,,
"Sugest size chán vãi quá, m7 61kg mua 2XL mà dài vãi ý shop ạ",1,,,,,,,,,,,,,,,,,,,,,,,,
Quần size S mà cứ như size L vậy  thất vọng vì không thể mặc nổi,1,,,,,,,,,,,,,,,,,,,,,,,,
1 bên thì đường chỉ khi kia 1 bên thì may cả túi dính vào quần nể luôn,1,,,,,,,,,,,,,,,,,,,,,,,,
Gì mà đặt size XL ship về size XL lại còn túi rách tùm lum,1,,,,,,,,,,,,,,,,,,,,,,,,
"Tôi có mua liền 2 quần về thì cả 2 quần đều bị sờn chỉ và vải chỗ đường chỉ may với 1 quần còn bị rách luôn chỗ đó khi chưa mặc lần nào, 2 quần đều bị xổ lông dù 1 quần mặc 1 lần còn 1 quần chưa mặc lần nào cũng bị xổ lông. chất lượng sản phẩm quá tệ so với giá sản phẩm. ",1,,,,,,,,,,,,,,,,,,,,,,,,
"Mình đặt hàng là ống suông mà shop ship cho mình là ông bo? làm ăn chán thật sự, mình không muốn đổi trả vì rất mất thời gian. tạm biệt",1,,,,,,,,,,,,,,,,,,,,,,,,
Quần rất xấu ống quần thì quá tệ không nên mua,1,,,,,,,,,,,,,,,,,,,,,,,,
Quần vải giặt 1 lần xù hết lông . giặt 1 lần bị bung hết chỉ rồi,1,,,,,,,,,,,,,,,,,,,,,,,,
Mặc lần 2 chỉ bung hết,1,,,,,,,,,,,,,,,,,,,,,,,,
Tốt,1,,,,,,,,,,,,,,,,,,,,,,,,
Quần gì mới mặc được 2 tiếng đã xù lông khuyên anh em không nên mua,1,hàng có xác nhỏ bị lỗi. anh chị liên hệ với shop để được đổi trả hoàn tiền. xin lỗi anh chị vì sự bất tiện này.,,,,,,,,,,,,,,,,,,,,,,,
Giặt bị bung chỉ,1,hàng có xác nhỏ bị lỗi. anh chị liên hệ với shop để được đổi trả hoàn tiền. xin lỗi anh chị vì sự bất tiện này.,,,,,,,,,,,,,,,,,,,,,,,
"Sản phẩm đẹp nhưng mình rất buồn vì hai bên ống chân không bằng nhau ,bên to bên nhỏ rất là bực",1,hàng có xác nhỏ bị lỗi. anh chị liên hệ với shop để được đổi trả hoàn tiền. xin lỗi anh chị vì sự bất tiện này.,,,,,,,,,,,,,,,,,,,,,,,
"Mua 2 quần có ống chân bằng thun , 1 cái thì có 1 cái thì không có",1,hàng có xác nhỏ bị lỗi. anh chị liên hệ với shop để được đổi trả hoàn tiền. xin lỗi anh chị vì sự bất tiện này.,,,,,,,,,,,,,,,,,,,,,,,
"Không giao hàng, mà lại báo là giao hàng thành công",1,chào anh chị. hiện hệ thống đang gặp nhiều lỗi. anh chị có thể ấn nút trả hàng hoàn tiền. lý do chưa nhận được hàng ạ,,,,,,,,,,,,,,,,,,,,,,,
Đặt size L mà shop gửi cho mình size 2XL chán shop thế,1,xin lỗi anh chị. shop đã liên hệ anh chị để đổi size ạ,,,,,,,,,,,,,,,,,,,,,,,
Mặc 3 ngày tuột chỉ. hoàn thiện sản phẩm kém,1,hàng có xác nhỏ bị lỗi. anh chị liên hệ với shop để được đổi trả hoàn tiền. xin lỗi anh chị vì sự bất tiện này.,,,,,,,,,,,,,,,,,,,,,,,
"Quần đểu hơn so với shop ở Hồ Chí MInh, khoá túi quần thì hỏng, vải túi quần thì đểu. sẽ không bao giờ mua lại shop này",1,hàng có xác nhỏ bị lỗi. anh chị liên hệ với shop để được đổi trả hoàn tiền. xin lỗi anh chị vì sự bất tiện này.,,,,,,,,,,,,,,,,,,,,,,,
Giao quần rách lỗ @ chán,1,hàng có xác nhỏ bị lỗi. anh chị liên hệ với shop để được đổi trả hoàn tiền. xin lỗi anh chị vì sự bất tiện này.,,,,,,,,,,,,,,,,,,,,,,,
Giao hàng nhanh. nhưng túi bị ngược về đằng sau,1,hàng có xác nhỏ bị lỗi. anh chị liên hệ với shop để được đổi trả hoàn tiền. xin lỗi anh chị vì sự bất tiện này.,,,,,,,,,,,,,,,,,,,,,,,
Mua quần suông mà giao quần ống bo . chán,1,,,,,,,,,,,,,,,,,,,,,,,,
Quần không đứng from mặt bị bo sát chân khó chịu,1,,,,,,,,,,,,,,,,,,,,,,,,
Shop làm ăn kiểu gì đấy. mua size M giao L. mua về không mặc được. vứt đi à,1,chào anh chị. shop rất xin lỗi anh chị vì đã sơ xuất. shop sẽ đổi lại sản phẩm mới cho anh chị ạ,,,,,,,,,,,,,,,,,,,,,,,
Vừa lấy hàng kiểm tra thì thấy rách,1,,,,,,,,,,,,,,,,,,,,,,,,
Không giống hình,1,,,,,,,,,,,,,,,,,,,,,,,,
Shiper tính toán như c ăn quỵt mẹ 100k,1,,,,,,,,,,,,,,,,,,,,,,,,
Giao nhầm,1,,,,,,,,,,,,,,,,,,,,,,,,
Ông bự ống nhỏ ? kì cục,1,,,,,,,,,,,,,,,,,,,,,,,,
Sản phẩm quá đẹp,1,,,,,,,,,,,,,,,,,,,,,,,,
Chất lượng sản phẩm kém. mặc 1-2 lần đã bị xù lông,1,,,,,,,,,,,,,,,,,,,,,,,,
Đang học mà shipper gọi cô thu điện thoại,1,,,,,,,,,,,,,,,,,,,,,,,,
Hàng xấu,1,,,,,,,,,,,,,,,,,,,,,,,,
Hàng xấu,1,,,,,,,,,,,,,,,,,,,,,,,,
Dùng như rẻ lau,1,,,,,,,,,,,,,,,,,,,,,,,,
"Chả ưng,quần thì ống cao ống thấp,đường may thì ẩu",1,,,,,,,,,,,,,,,,,,,,,,,,
3 kẻ sọc bị lỗi bật chỉ. túi lỗi bị thủng,1,,,,,,,,,,,,,,,,,,,,,,,,
Shop tư vấn mà về vẫn dài quá,1,,,,,,,,,,,,,,,,,,,,,,,,
Xấu,1,,,,,,,,,,,,,,,,,,,,,,,,
Hàng lỗi,1,hàng có xác nhỏ bị lỗi. anh chị liên hệ với shop để được đổi trả hoàn tiền. xin lỗi anh chị vì sự bất tiện này.,,,,,,,,,,,,,,,,,,,,,,,
Sản phẩm mặc một lần xù hết lên,1,hàng có xác nhỏ bị lỗi. anh chị liên hệ với shop để được đổi trả hoàn tiền. xin lỗi anh chị vì sự bất tiện này.,,,,,,,,,,,,,,,,,,,,,,,
Chất lượng có thể nói là tệ,1,hàng có xác nhỏ bị lỗi. anh chị liên hệ với shop để được đổi trả hoàn tiền. xin lỗi anh chị vì sự bất tiện này.,,,,,,,,,,,,,,,,,,,,,,,
Quần ống bo giao quần ống thường  shop hề,1,xin lỗi anh chị vì sự nhầm lẫn này ạ,,,,,,,,,,,,,,,,,,,,,,,
Vì mẹ la nên cho 1 sao,1,cảm ơn anh chị đã ủng hộ shop. chúc anh chị lần sau không bị mẹ la ạ.,,,,,,,,,,,,,,,,,,,,,,,
hubg,1,,,,,,,,,,,,,,,,,,,,,,,,
Rẻ nhưng chất lựing hơi kém,1,,,,,,,,,,,,,,,,,,,,,,,,
Quần rách túi,1,hàng có xác nhỏ bị lỗi. anh chị liên hệ với shop để được đổi trả hoàn tiền. xin lỗi anh chị vì sự bất tiện này.,,,,,,,,,,,,,,,,,,,,,,,
Hàng ok nhưng vẫn 1*,1,,,,,,,,,,,,,,,,,,,,,,,,
Form hơi nhỏ chứ khong được rộng như trên ảnh,1,,,,,,,,,,,,,,,,,,,,,,,,
Sản phẳm bình thường,1,,,,,,,,,,,,,,,,,,,,,,,,
Giặt bị phai màu ghê quá,1,,,,,,,,,,,,,,,,,,,,,,,,
"Quần không suông, dù ống thẳng. mai lỗ nhăn quần",1,,,,,,,,,,,,,,,,,,,,,,,,
Như cc anh em ạ,1,,,,,,,,,,,,,,,,,,,,,,,,
Như lồn,1,,,,,,,,,,,,,,,,,,,,,,,,
Xù lông ngay lần đầu giặt,1,,,,,,,,,,,,,,,,,,,,,,,,
Sản phẩm rộng không giống hình,1,,,,,,,,,,,,,,,,,,,,,,,,
Quần như quần đàn ông,1,,,,,,,,,,,,,,,,,,,,,,,,
Đặt size M gửi size L,1,anh ơi! shop em gửi đúng theo đơn đặt hàng của anh rồi ạ . quần suông sọc đen sz l ạ.,,,,,,,,,,,,,,,,,,,,,,,
Sản phẩm xấu,1,,,,,,,,,,,,,,,,,,,,,,,,
Như lol đừng mua,1,,,,,,,,,,,,,,,,,,,,,,,,
Nát vc,1,,,,,,,,,,,,,,,,,,,,,,,,
"Màu nhận được không giống như hình, trước khi đặt có nhắn tin gửi ảnh kêu shop lấy đúng màu như quảng cáo, đến lúc nhận thì nhận được màu sai, phản hồi shop thì shop nói đợt này chỉ có màu này, trong khi mình đã gửi bảng màu trước, shop quá tệ. kính gửi shop!",1,"chào t*1, không biết bạn chưa hài lòng về điều gì về sản phẩm bên shop ạ? hãy nói cho shop biết để shop khắc phục ạ. nếu bạn đã hài lòng thì bạn vui lòng đánh giá 5 sao giúp shop nhé.",,,,,,,,,,,,,,,,,,,,,,,
Sản phẩm không giống mẫu giao toàn màu gì không u là trời không hiểu nổi quần nam mà giao cái màu tím vậy rồi ai mặc nổi,1,"chào y*w, không biết bạn chưa hài lòng về điều gì về sản phẩm bên shop ạ? hãy nói cho shop biết để shop khắc phục ạ. nếu bạn đã hài lòng thì bạn vui lòng đánh giá 5 sao giúp shop nhé.",,,,,,,,,,,,,,,,,,,,,,,
Hàng xấu. chất lượng không tốt như lần đầu mua. sẽ không mua lại nhá,1,,,,,,,,,,,,,,,,,,,,,,,,
Sản phẩm tạm được giao hơi lâu tức nhất là shipper hẹn 10p bắt chờ cả tiếng,1,,,,,,,,,,,,,,,,,,,,,,,,
"Hình thì có màu trắng , giao thì 2 màu đen không có trắng, đúng là hàng rẻ thì không bao giờ ngon",1,,,,,,,,,,,,,,,,,,,,,,,,
Vải rất xấu. quần vừa nhận đã rách. không thể mặc nổi! với số tiền như vậy thì chất lượng quần là quá tệ,1,"cảm ơn bạn đã mua hàng bên shop, xin lỗi bạn vì đã không làm hài lòng bạn, bạn vui lòng check tin nhắn để shop đổi hàng cho bạn ạ.",,,,,,,,,,,,,,,,,,,,,,,
"Đã nhận được hàng, chất có vẻ được. nhưng không hiểu sao quần không có mác gì cả",1,"chào như vậyd1841993, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc như vậyd1841993 một ngày tốt lành! ",,,,,,,,,,,,,,,,,,,,,,,
Chất lượng may khá kém. mặc lần đầu đã rách luôn. có cái còn chưa mặc đã rách. buồn,1,,,,,,,,,,,,,,,,,,,,,,,,
"Dịch vụ kém ! có lưu ý rõ ràng nhưng vẫn để nguyên si tên sản phẩm lên bao bì, gói hàng bằng giấy nên hộp bên trong móp méo. vải nhìn chung cũng ổn, mỏng, giặt vài lần là giãn",1,,,,,,,,,,,,,,,,,,,,,,,,
"Mình đã dặn che tên sản phẩm, nhưng shop không che ! chưa xem sản phẩm sao nhưng mình sẽ không ủng hộ lần tới,",1,,,,,,,,,,,,,,,,,,,,,,,,
"Mua lần 2rồimà lần này xấu . quá thất vọng luôn , shop làm ăn uy tín để bọn tui còn ủng hộ dài dài tí đi . như này thì không dám mua thêm lần nữa",1,"chào vbuwj4t4d4, không biết bạn chưa hài lòng về điều gì về sản phẩm bên shop ạ? hãy nói cho shop biết để shop khắc phục ạ. nếu bạn đã hài lòng thì bạn vui lòng đánh giá 5 sao giúp shop nhé.",,,,,,,,,,,,,,,,,,,,,,,
"Đơn vị vận chuyển ăn chặn hàng của khách hàng, không nhận được cuộc gọi nào mà tự ý đổi thành khách đến lấy sau đó thành giao hàng thành công và ăn chặn đồ của khách, quá bức xúc nên cho shop 1 sao, làm ăn quá chán",1,,,,,,,,,,,,,,,,,,,,,,,,
"Sản phẩm tệ, vải mỏng. mua hàng mà không che tên sản phẩm, shipper đọc rất phản cảm.",1,,,,,,,,,,,,,,,,,,,,,,,,
"Đủng quần rất nhỏ, mặc vào chỉ giống quần sịp thường, không ôm đùi, sản phẩm không giống hình mô tả. ",1,,,,,,,,,,,,,,,,,,,,,,,,
"Mình lỡ đặt quần này có lưới , nhưng lỗ to mặc không ổn cho nam đâu , mặc cứ bị sao ý , định hoàn lấy lại tiền nhưng mà thủ tục rườm rà , nên thôi mặc cho đỡ mất công , thoáng thì thoáng thật nhưng mặc lên xấu òm",1,"chào q61q97qp6t, không biết bạn chưa hài lòng về điều gì về sản phẩm bên shop ạ? hãy nói cho shop biết để shop khắc phục ạ. nếu bạn đã hài lòng thì bạn vui lòng đánh giá 5 sao giúp shop nhé.",,,,,,,,,,,,,,,,,,,,,,,
