khach_cmt,rating,Unnamed: 2,shop,dvvc,sp
"quần đẹp, nên mua, shop nhiệt tình về khoản đổi quần. đủ 5 sao",5,,1,0,2
"hàng như hình, quần đẹp , sẽ ủng hộ shop dài. cho shop 5 sao",5,,0,0,2
hình ảnh và video mang tính chất lấy xu. shop giao hàng nhanh. gói hàng cẩn thận,5,,0,1,1
"shop gói hàng quá là đẹp luôn ấy, quần giống hình, mình cao 1m5",5,,1,0,2
"giao hàng nhanh, sản phẩm được shop đóng gói cẩn thận. quần đẹp, mẫu quần vừa vặn mặc rất thoải mái. sẽ ủng hộ tiếp nữa ạ.",5,,0,1,2
quần đẹp nhưng hơi rộng dù đã mua size S còn lại chất vải oke lắm nha nên mua,5,,0,0,2
"giao hàng khá nhanh, eo thì vừa còn phần đùi và ống khá rộng. nhìn chung săn giảm giá giá 99.000đ nên cũng chấp nhận được. chất lượng thì oke rồi, mọi người nên mua",5,,0,1,1
quần xinh lắm ạ. vừa người mỗi tội eo hơi chật một chút nhưng tổng thể là ổn ạ,5,,0,0,2
lúc đầu mua khá là lo sợ mặc không vừa nhưng nhận được mặc vô khá oke màu quần xinh lắm luôn ,5,,0,0,2
"vải đẹp, mình nặng 41kg cao 1m6 hơi rộng eo tí nha mà vẫn oke, sẽ ủng hộ tiếp",5,,0,0,1
"giống hình, sản phẩm oke, giá rẻ, giao hàng nhanh, gói hàng đẹp",5,,0,1,1
"lần đầu mình mua ở shop, không nghĩ quần 99.000đ lại ổn áp thế. vải mềm, co giản ít, đường may chắc chắn, màu đẹp. mình 1m6, 49kg",5,,0,0,2
"nên mua, nên mua, quần đẹp chất lượng tốt, săn giá rẻ, oke",5,,0,0,2
"chất vải oke, shop giao hàng nhanh, sản phẩm oke, màu đậm hơn trong hình một chút",5,,0,1,1
quần rất đẹp 44kg mặc size S vừa như in săn giảm giá nên giá lại rẻ hơn nữa nên mua nhé,5,,0,0,2
"quần dáng cũng đẹp, màu tối hơn là ảnh mẫu mặc một xíu, đường may đẹp",5,,0,0,2
"quần đẹp y hình nhưng mà lỡ đặt size M nên giờ rộng, thời gian giao hàng nhanh",5,,0,0,2
quần đẹp lưng cao mặc tôn dáng.,5,,0,0,2
sản phẩm phù hợp với giá dáng quần mặc lên đẹp nếu được shop nên chọn loại vải đẹp hơn và để giá cao hơn cũng được,5,,0,0,2
"hàng đẹp, vải oke. đóng gỏi chắc chắn. nên mua nha mọi người. video chỉ mang tính chất nhận xu",5,,0,0,1
"mới mua lần đầu tại shop nhưng rồi rất oke nha giao hàng nhanh, đóng gói hàng kĩ. chất lượng thì quá tuyệt với . hình ảnh mang tính chất nhận xu",5,,0,1,1
quần cũng đẹp lắm ạ mua được giá giảm nên cũng rẻ.,5,,0,0,2
"quần hơi mỏng nhưng với giá 116.000đ mình thấy ưng lắm đường may đẹp, chắc chắn chỉ có một lỗi nhỏ xíu thôi nhưng không sao nhìn kĩ lắm mới thấy. bạn nào hông to tròn mặc rắc đẹp. em mình cao 1m5",5,,0,0,2
"chuẩn bị hàng hơi lâu nhưng bù lại sản phẩm rất oke, trông đơn giản nhưng mặc lên rất đẹp và thoải mái. shop trả lời tin nhắn nhanh",5,,1,0,1
ai mặc size gì mua size đó đừng trừ hao nha mua size L quá trời bự ,5,,0,0,1
"vải mềm, không có độ co giãn, giao hàng nhanh lắm luôn ạ, đóng gói cẩn thận",5,,0,1,1
"giao hàng nhanh, size S mà tưởng đâu size M. mọi người mua nên để ý",5,,0,1,1
quần lên dáng khá xinh ạ. chất lượng rất ổn so với giá thành ạ. mình sẽ ủng hộ shop lần sau,5,,0,0,1
"chất vải tốt , giao hàng nhanh , mình cao 1m5",5,,0,1,1
"nói chung là ưng cái bụng á, áo vải xịn, quần đẹp,Mình cao 1m5",5,,0,0,1
chất vải đẹp phù hợp với giá tiền mình cao 1m5,5,,0,0,1
"hàng đẹp,phù hợp với giá tiền,mà shop chuẩn bị hàng hơi lâu,mặc lên mẫu rất đẹp nha,giao hàng siêu nhiệt tình nhé",5,,0,1,1
"quần oke lắm ạ ,giống hình.mình cao 1m5",5,,0,0,2
chất vải với đường may oke dáng chưa đẹp cho lắm quần vải mùi hơi khó chịu quần mềm,5,,0,0,2
quần đẹp. giá tiền lại rất hợp lý. mọi người nên mua nha.,5,,0,0,2
"quần đẹp, vải dày dặn, đóng gói sản phẩm chắc chắn mình cao 1m5",5,,0,0,2
"quần chất cứng, không co giãn nên tăng size khi mua nhé.",5,,0,0,2
hình ảnh và video mang tính chất nhận xu  mua giảm giá 99.000đ mà ưng cái bụng dã man,5,,0,0,1
"ảnh và video chỉ mang tính chất nhận xu, quần rất vải rất dày và đẹp",5,,0,0,2
quần rất đẹp giống hình eo mình hơi nhỏ nên mặc hơi rộng một chút,5,,0,0,2
hàng đẹp lắm ạ dù dịch vẫn giao rất nhanh cảm ơn shop sẽ ủng hộ shop tiếp,5,,0,0,2
quần đẹp hơn mong đợi . lần sau sẽ tiếp tục mua nữa ️,5,,0,0,2
"quần đẹp thực sự luôn nha mọi người, mình cao 1m6 nặng 49kg",5,,0,0,2
mình cao 1m5,5,,0,0,0
quần đẹp y trong hình. mình cao 1m60 nặng 49kg,5,,0,0,2
"quần siêu đẹp nha mọi người nên mua ạ, chất cũng ưng, mỗi tội chuẩn bị hàng hơi lâu thôi",5,,0,0,2
hình ảnh và video chỉ mang tính chất nhận xu. quần mặc khá ổn. tuy nhiên hơi dài so với những bạn chân ngắn như mình ,5,,0,0,2
sản phẩm về cực kì nhanh. đóng gói chắc chắn. sản phẩm không hề có chỉ thừa. sẽ ủng hộ tiếp hình ảnh chỉ mang tính chất nhận xu,5,,0,0,1
"quần cũng đẹp, tuy nhiên có 1 phần đường may bị lọt lề . nhưng do là mặt trong đùi nên có thể bỏ qua.",5,,0,0,1
"quần rất đẹp luôn ạ. mà mang ra giặt rồi nên không chụp được, nhận quần siêu thích luôn ạ",5,,0,0,1
quần hợp với giá tiền .shop gói hàng cẩn thận.cho shop 5 sao,5,,0,0,1
"vải đẹp, sờ mịn, tua quần cũng đẹp, may rất chu đáo, shop rất tốt luôn á, mình béo quá nên không vừa size S nên shop cho đổi. xong mình thấy ship hơi cao nên quyết tâm giảm cân",5,,0,0,2
thấy giảm giá nên mua vội không may mua nhầm size M xin shop đổi nhưng không được buồn quá hàng đẹp nhưng mình bị rộng chán luôn,5,,1,0,1
quần rất đẹp mà lại còn rẻ nữa đóng gói rất kỹ giao hàng nhanh,5,,0,1,2
"quần siêu siêu đẹp luôn đó , mua được giá rẻ luôn đóng hàng rất chắc chắn giao cũng nhanh nữa ,rất ưng quần luôn rất đẹp nha ống rộng rất thoải mái ,mọi người nên mua thử nha",5,,1,1,2
hàng rất đẹp shop đóng gói sản phẩm kĩ càng còn có thư cảm ơn sẽ ủng hộ shop,5,,1,0,1
"chất vải cực xịn luôn, mình mua quần ở nhiều shop rồi nhưng lần đầu tiên có cái quần size S mà mình không cần phải bóp eo, thích cực kì và sẽ quay lại mua tiếp ",5,,0,0,1
quần rất đẹp rất là đúng ý của mình săn giảm giá chỉ còn 9.000đ sẽ ủng hộ shop nữa,5,,0,0,2
chất vải đẹp nha kiểu dáng xinh xắn đáng tiền nha nên mua nên mua nha mọi người,5,,0,0,1
lúc đầu xem ảnh thì mình cũng không kì vọng nhiều nhưng nhận hàng thì mình cao 1m5,5,,0,0,1
quần rất đẹp rất là đúng ý của mình săn giảm giá chỉ còn 9.000đ sẽ ủng hộ shop nữa,5,,0,0,2
quần dáng đẹp giá cậy là quá hời.,5,,0,0,2
"chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm chắc chắn, giao hàng nhanh",5,,0,1,1
"sản phẩm đóng gói cẩn thận,giao hành nhanh chất lượng sản phẩm đẹp,nên mua ạ",5,,1,1,1
"quần đẹp , tốt , tuy nhiên quần rộng quá nhìn giống quần ống rộng hơn là baggy",5,,0,0,2
ảnh linh tinh thôi . quần của mình thì chủ quần hay đặt theo size M nên là bị chật eo với đung quần . mình cao 1m62 nặng 49kg,5,,0,0,2
"chất lượng sản phẩm tốt, cao 1m5",5,,0,0,1
hình ảnh không liên quan mang tính chất nhận xu quần đẹp lắm nha mọi người shop phục vụ tốt  mọi người nên mua nha,5,,0,0,2
"đã nhận được hàng , sản phẩm đúng như miêu tả chất rất oke đáng mua ạ",5,,0,0,1
"dịch nhận hàng hơi lâu nhưng quần rất đẹp, giống mẫu, gói hàng cẩn thận",5,,0,0,2
"mùa dịch nhưng giao hàng khá nhanh, quần đẹp như hình, chất lượng sản phẩm tốt, gói hàng kỹ càng",5,,0,1,2
"quần đẹp lắm bà con ơi,  lần đầu mình mua quần mà không cần đi sửa á. cưng xỉu. size S số đó chuẩn như shop ghi. số đo mình: eo 60 rộng 2cm, nhưng bỏ áo vào quần là chuẩn, mông 91 hơi khít xíu nhưng ôm body đẹp , quần y như ảnh. shop đóng gói hàng chắc chắn. mình sẽ mua thêm nữa.",5,,0,0,2
"quần đẹp vải mát, người mình nhỏ nên giờ rộng so với mình. đáng mua",5,,0,0,2
"màu đậm hơn trên hình một chút nhưng mà lên mẫu khá đẹp, mình cao 1m5",5,,0,0,1
"quần đẹp lắm ạ, vải mềm có chút xíu lỗi nhỏ ở phần tua nhưng không sao ạ",5,,0,0,2
"quần đẹp lắm mọi người ơi. săn giảm giá được còn có 70.000đ mà chất đẹp dã man ý. dày dặn cực kì, mình cao 1m5",5,,0,0,2
"quần đẹp so với giá tiền. mọi người nên chọn size to, mình lựa size L mà sao đổi ý nhờ shop đổi sang size M ,kết quả bị chật ",5,,0,0,2
đã nhận được hàng. do dịch nên nhận hàng hơi lâu. chưa mặc thử nên chưa biết như thế nào. hàng giống hình,5,,0,0,1
"quần đẹp mà có mùi gì kì lắm á, giao hàng hơi lâu do dịch nhưng không sao",5,,0,0,2
quần lên mẫu chuẩn xịn ạ. giá vậy mà được quần như này là quá oke rồi mọi người ạ. mua trong cửa hàng chỗ mình chắc ít nhất cũng phải hơn 200 cành,5,,0,0,2
vì dịch nên giao hàng hơi lâu một chút nhưng chất lượng rất tốt so với giá thành.,5,,0,0,1
"đóng gói rất cẩn thận , shop nhiệt tình ,sản phẩm chất lượng ,giống hình mẫu lên vừa vặn đẹp lắm . sẽ ủng hộ shop",5,,0,0,2
quần đẹp dã man luôn mọi người ơi. không ngờ là đẹp từ chất vải đến dáng quần luôn á. cảm ơn shop nhiều. sẽ tiếp tục ủng hộ shop lâu. xin lỗi vì hình ảnh mang tính chất nhận xu,5,,0,0,2
"sản phẩm đẹp hơn mong đợi của mình, lên mẫu giống hình, chất liệu vải có lẽ sẽ bị nhão sau nhiều lần giặt nhưng với giá này vậy là oke ",5,,0,0,1
"shop giao hàng siêu nhanh, tư vấn hỗ trợ siêu nhiệt tình, mình cao 1m5",5,,1,1,0
"nhận hàng đầy đủ, hình ảnh mang tính chất nhận xu nhận hàng đầy đủ, hình ảnh mang tính chất nhận xu shop hỗ trợ đổi trả nhiệt tình",5,,0,0,1
"quần đẹp lắm luôn, không ngờ giá rẻ vậy, mua ngay 5 sao",5,,0,0,2
"sản phẩm đẹp, oke lắm luôn nha. hàng ship ra Hà Nội mà nhanh dã man",5,,0,1,1
"mặc dù nút quần có chút lỗi nhưng shop đã phản hồi và hứa hỗ trợ mình trong quá trình sửa, còn gọi điện nữa cực kì nhiệt tình luôn. ngoài ra thì chất vải và mẫu quần cũng rất đẹp nhé",5,,1,0,2
giao hàng nhanh. quần lên mẫu rất vừa. mình cao 1m5,5,,0,1,2
"chất lượng sản phẩm tuyệt vời, shop giao hàng tương đối nhanh. hài lòng ",5,,0,1,1
"quần lên mẫu rất chuẩn luôn, giao hàng nhanh với cả đóng gói trong hộp + xịt nước hoa rất thơm shop phục vụ tận tình, chu đáo . không mua thì hơi phí nha ",5,,0,1,2
shop tư vấn size S nhưng mình chọn size M may mà không nghe theo shop chứ không là khỏi mặc luôn. 1m63 nặng 47kg size M vừa khít muốn mặc thoải mái nên chọn size L,5,,1,0,0
"thời gian giao hàng cũng nhanh. hộp ship về không móp méo gì cả. quần đẹp cực luôn, mẫu siêu ưng, chất vải mềm mại không bị thô. nói chung là đáng mua ",5,,0,1,2
quần trông khá ổn nhưng vẫn còn một ít vải thừa và có dịp sẽ mua tiếp,5,,0,0,2
"quần rất đẹp, mẫu đẹp, vải đẹp, giao hàng nhanh, săn được giá giảm nữa, rất đáng mua",5,,0,0,2
mình cao 1m5,5,,0,0,0
"đẹp y hình, giá rẻ nên mua",5,,0,0,1
quần đẹp vải mát đáng giá tiền nhé. mình cao 1m5,5,,0,0,2
"đóng gói sản phẩm chắc chắn, chất lượng sản phẩm tuyệt vời quá",5,,1,0,1
"shop chuẩn bị hàng nhanh, sản phẩm giống hình, vải hơi thô cứng",5,,1,0,1
"ảnh và video không liên quan nhưng chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm chắc chắn, giao hàng lâu",5,,0,1,1
"hàng như hình xịn xò con bò tuyệt vời không có gì để chê , đáng xiền để mua lắm nhé",5,,0,0,1
"chất lượng vải ổn. may đẹp. đúng mẫu đúng kiểu, như trong hình",5,,0,0,1
hàng đẹp giá cả phù hợp với sản phẩm mỗi tội màu đậm hơn trong ảnh size S nhưng mà mình mặc vẫn thấy hơi to,5,,0,0,1
"quần rất rất đẹp, dáng quần đẹp, 1m5",5,,0,0,2
"quần cũng được, ống quần hơi rộng so với mình, săn được giá giảm, cũng đáng đồng tiền ",5,,0,0,2
"vải đẹp, quần chất lượng, soạn và giao hàng rất nhanh, sẽ tiếp tục ủng hộ",5,,0,1,2
"quần đẹp, màu đậm sơ so với trong hình. giao hàng nhanh.",5,,0,1,2
"quần vải đẹp,màu đậm hơn so với hình,mà hơi rộng so với eo nhưng vì vải đẹp nên sẽ được tha thứ. có dịp sẽ quay lại mua nữa. ",5,,0,0,2
đẹp mọi người luôn rẻ mà đẹp thiệt sự mặc vừa vặn luôn ,5,,0,0,1
quần đẹp lắm mọi người kiểu dáng y hình mà màu đậm hơn xíu nhưng rồi rất xinh,5,,0,0,2
quần đẹp dáng đứng vì đẹp quá nên mình mua luôn 2 size M với L đều oke hết,5,,0,0,2
mình cao 1m5,5,,0,0,0
hình ảnh mang tính chất nhận xu. shop giao hàng lâu. chưa kiểm tra hàng nên chưa biết như nào,5,,0,1,0
hình ảnh chỉ mang tính chất mịnh hoạ  . quần oke chỉ tội lưng hơi cao . bạn nào cao 1m6 thì mặc oke mình thấp mặc dài phải cắt bỏ bớt mất đẹp ,5,,0,0,2
"vải đẹp lắm ạ , vừa y luôn ,đáng mua, sẽ ủng hộ shop tiếp",5,,0,0,1
quần đẹp nhưng hơi rộng so với người. Cao mới đẹp lùn quá ,5,,0,0,2
đã nhận được hàng hàng chất lượng. đẹp. mọi người nên mua nha đóng gói cẩn thận,5,,0,0,1
"quần chất liệu rất tốt ạ , sẽ ủng hộ shop nhiều nhé đóng gói cũng rất cẩn thận",5,,0,0,2
"quần đẹp lắm nha mọi người, giao hàng nhanh. shop hỗ trợ nhiệt tình. ứng lắm ạ. ️",5,,1,1,2
từ dáng quần chất liệu màu vải rất đẹp. giá lại rẻ nhìn mê lắm luôn.,5,,0,0,2
"vải mềm, mặc vào rất thoải mái đáng tiền hơi rộng so với mong đợi nhưng cho 5 sao",5,,0,0,1
"quần rất đẹp ạ, giá thành rẻ chất lượng quần tốt. nên mua nha mọi người. lần sau ủng hộ shop tiếp ạ",5,,0,0,2
"quần đẹp vải mềm, 1m5",5,,0,0,2
"mẫu quần đẹp, vải tốt và nhân viên cũng rất nhiệt tình nữa, mình cao 1m62 eo 63 mặc vừa vặn size M luôn ạ. rất nên mua nha mọi người.",5,,0,0,2
"shop tư vấn nhiệt tình, sản phẩm chất lượng, không có chỉ thừa mẫu đẹp . shop đóng gói hàng rất kĩ",5,,1,0,1
hình ảnh mang tính chất giải trí. quần rất đẹp so với giá. cực kỳ thích. lần sau sẽ quay lại shop. nên mua nha mọi người,5,,0,0,2
xịn xò con bò mọi người ạ mà lưng cao quá mà vòng eo lại bé mặc vô thở không nổi luôn,5,,0,0,1
"sản phẩm đẹp, gói hàng kĩ , giao nhanh, nếu được thì mọi người nên mua ạ, mấy bạn tầm 1m5",5,,1,1,2
"quần đẹp lắm shop ạ chất vải mềm , màu xanh sáng dễ kết hợp đồ không nghĩ giá vậy mà được cái quần chất lượng đến thế quá ưng luôn",5,,0,0,2
"shop bán quần đẹp lắm,sẽ tiếp tục ủng hộ shop nhiều lần nữa ",5,,0,0,2
không biết hàng chất lượng thế nào nhưng giao hơi lâu hình ảnh chỉ mang tính chất nhận xu,5,,0,1,0
"quần xinh lắm luôn đó ạ, đặt 2 chiếc cho cả bạn nữa mà vừa vặn ",5,,0,0,2
mình mua quần đây là lần thứ 2 rồi đó.chất lượng rất tốt nha.sẽ ủng hộ shop,5,,0,0,2
quần đẹp xỉu.đây là mua lần thứ 2 với shop rồi nè ,5,,0,0,2
"quần đẹp nha mọi người, nên mua, tuy hơi dài so với mình nhưng với giá tiền như vậy mà có 1 chiếc quần đẹp thì ngại gì mà không mua đúng không mọi người",5,,0,0,2
"quần oke nhưng mà lưng không thun nên mặc vào hơi khó với hơi ôm so với mình, mấy bạn eo nhỏ mình nghĩ là sẽ hợp",5,,0,0,2
"quần đẹp lắm mọi người, đứng ống nhưng mà mấy bạn nào eo trên 62 thì mua size M nha, size S mặc vào chỉ đứng chứ ngồi không nổi đâu nên cân nhắc size khi mua nha. quần đẹp lắm nè",5,,0,0,2
không có gì để chê luôn ạ xuất sắc bất ngờ vì quá chất lượng ạ còn lưng cao đúng ý mình nữa chứ chắc chắn sẽ quay lại ủng hộ shop,5,,0,0,1
"quần đẹp ,đóng gói cẩn thận ,giao 5 sao",5,,0,0,2
"giao hàng nhanh ạ mình đặt 8/1 và 10/1 đã nhận được rồi ạ, mình 45kg",5,,0,1,0
"có 2 điểm trừ túi rất cạn, đường chỉ may bị xéo chỗ ống quần, tạm đánh giá 5 sao",5,,0,0,2
"mình mua lúc giảm giá luôn cả ship là 87.000đ. hàng y hình, vải tốt, chất lượng. mình cao 1m63, nặng 46kg và eo 60 ",5,,0,0,1
mua xong 4 cái quần của shop thì muốn mua luôn hết tất cả các quần ở shop. nhưng lần này mình mua 3 quần mà có 1 nút dự phòng à. em này hơi dài với mình. mình cao 1m5,5,,0,0,2
hàng đẹp giống hình nhưng mình 40kg cao 1m5,5,,0,0,1
"giao nhanh hơn dự kiến. quần xuất sắc lắm mọi người ơi, 1m6 size M là vừa vặn rồi nha hình ảnh mang tính chất nhận xu",5,,0,1,2
shop phục vụ rất nhiệt tình và quần thì rất đẹp ạ. lần sau nhất định sẽ ủng shop tiếp ạ.  hình ảnh mang tính chất nhận xu thôi ạ ,5,,1,0,0
"hàng giao nhanh, anh ship rất thân thiện quần đóng gói khá là oke,quần đẹp",5,,0,1,2
hình ảnh không liên quan tại vì lười chụp chứ chất quần đẹp màu đẹp và quan trọng là rất là ưng ý.chưa bao giờ mua cái quần nào mà thích như này.mình cao 1m62 và nặng 50kg,5,,0,0,2
"10 sao nhé, shop trên cả tuyệt vời. chăm sóc khách hàng rất tốt",5,,1,0,1
"quần đẹp, rất hài lòng, shop giao hàng nhanh hình ảnh chỉ để lấy xu",5,,0,0,2
"giao hàng nhanh, đúng màu đúng size, mặc dù chọn size nhỏ nhất rồi nhưng vẫn rộng",5,,0,1,1
mình cao 1m5,5,,0,0,0
quần mẫu đẹp như hình 5 sao,5,,0,0,2
"shop nhiệt tình lắm nhé, giao hàng nhanh, quần đứng mẫu, mình 1m6 size M vừa y nha, vải mềm, chất vải không quá mỏng, với giá thành rẻ thì quần này rất oke nha",5,,1,1,2
quần đẹp xịn xò lên dáng đẹp y như hình nhưng mà size L như mình eo 67 bận chật luôn ,5,,0,0,2
hình ảnh mang tính chất nhận xu. quần bò đẹp đáng mua mọi người nhé,5,,0,0,2
nên mua mọi người ạ đẹp lắm. đây là số đo size S mình đo được,5,,0,0,1
"quần siêu đẹp, quần hợp với bạn nào hông to eo nhỏ nha",5,,0,0,2
"mình mua mấy lần rồi, sản phẩm đẹp, giá lại rẻ, sẽ quay lại ủng hộ shop",5,,0,0,1
"quần mặc thoải mái,mình cao 1m65",5,,0,0,2
"mặc vô vải nó cứ đùn ngay mặt trước đáy quần, chắc đi bóp 2 bên thì cũng sẽ ổn vải đẹp , màu bên ngoài nhạt hơn của mình chụp á",5,,0,0,2
quần rất đẹp nha mọi người nên mua lần đầu mình dám mua quần trên mạng mà hàng của shop rất oke luôn nha. mình cao 1m5,5,,0,0,2
"mình đã mua 2 lần tại shop, quần khá oke, rộng thoải mái, nên mua ạ",5,,0,0,2
"chất quần rất tốt, lên mẫu chuẩn, 1m60 nặng 45kg",5,,0,0,2
quần đẹp. giống hình . shop chuẩn bị hàng có hơi lâu 1 xíu . nhưng không sao . đẹp là được ,5,,0,0,2
"đã nhận được sản phẩm ạ. nói chung là shop đóng gói hàng rất kỹ và thân thiện. quần bò màu mặc lên cũng đẹp lắm nè. mặc vừa thoải mái. chất bò thì tạm ổn thôi, vì mình nhìn kỹ thì thấy nó hơi mỏng với xù xù xíu ở phần đùi á. nhưng mà mua giá giảm quần vậy cũng oke rồi nè.",5,,1,0,2
"giao hàng nhanh , chăm sóc khách hàng rất tốt , giá tốt mà sản phẩm cũng ổn áp lắm",5,,1,1,1
"shop chuẩn bị và giao hàng nhanh. quần mình rất ưng ý ạ, mình cao 1m60 nặng 44 kg mặc size S vừa vặn. quần mẫu đẹp, vải dày dặn. lần sau sẽ tiếp tục ủng hộ ạ",5,,1,1,2
quần chất đẹp mình 48kg size S là vừa  mặc mông lép lại đó nha ,5,,0,0,2
"mình rất thích cách đóng gói của shop luôn á, quần đẹp lắm nè, có cái mình cao 1m5",5,,1,0,2
"mình 43kg, cao 1m5",5,,0,0,0
"quần đẹp lắm nha , chất vải cũng dày dặn lắm , mình cao 1m5",5,,0,0,2
"hàng đẹp, đóng gói cẩn thận, giao hàng nhanh. hình ảnh chỉ mang tính chất nhận xu",5,,1,1,1
"quần khá đẹp, cao 1m5",5,,0,0,2
quần đẹp y hình. mình cao 1m5,5,,0,0,2
"ổn, giá rẻ. mình cao 1m63, nặng 45kg",5,,0,0,1
không nghĩ là quần xịn như vậy vải oke dáng cũng oke nên mua giao nhanh cực,5,,0,0,2
quần và áo đẹp miễn chê mỗi tội mình mặc quần bị dài và rộng  áo cũng bị ngắn nên phải cho hết mặc dù rất tiếc,5,,0,0,2
"quần vừa vặn, vải đẹp, nói chung mua ngay dịp giảm giá nên giá oke, sẽ ủng hộ tiếp.",5,,0,0,2
mình mua 2 lần rồi và lần nào cũng ưng ý hết ạ sẽ ủng hộ shop.,5,,1,0,0
mua lần 2 rồi nè. quần mặc đẹp nha. tại mình hơi lùn nên là sẽ xắn gấu quần lên. nói chung oke lắm.,5,,0,0,2
"kiểu dáng đẹp nhé mọi người, quần jean mang vào hơi thô xíu nhưng giá rẻ vậy thì chất lượng tầm trung đúng rồi. tóm lại, mua hàng mẫu mình khá yên tâm. ",5,,0,0,2
quần oke lắm nha. mình cao 1m5,5,,0,0,2
"hàng đẹp lắm nha mọi người, lần đầu tiên mua quần trên mạng mà ưng như này luôn á. giao hàng nhanh nữa, 2 ngày là tới",5,,0,1,1
lần đầu mua được quả quần ưng ý đến vậy luôn nhưng mà shop có thêm size XL thì hay hơn á chứ size L mình mang phần eo ơi chật,5,,0,0,2
"mình vừa y cả 2 quần size L, quần đẹp nhưng mình tha thiết mong shop hãy ra size quần size XL hoặc được thì size XXL nữa luôn với mình có bé em nặng kí sắm đồ cho nó khó quá luôn đó ",5,,0,0,2
"chất vải thấy oke, mình 5 sao",5,,0,0,1
quần rất đẹp nha mấy bạn nhưng nó dài quá so với mình.,5,,0,0,2
hình ảnh không liên quan nhưng quần đẹp lắm các bạn ạ. mua nhanh kẻo tiếc nè. ,5,,0,0,2
"chất vải mềm, màu mình cũng khá ưng, phù hợp với giá tiền. quên chụp nên mình lấy tạm ảnh shop",5,,0,0,1
"quần của mẫu thì không cần sợ luôn, săn giảm giá được giá rẻ nhưng mà quần đỉnh lắm luôn, đáng mua lắm nha mọi người",5,,0,0,2
"sản phẩm chất lượng tốt, giao hàng nhanh, giá rẻ, sẽ tiếp tục ủng hộ shop lần tới.",5,,0,1,1
giao hàng nhanh đổi trả hàng thuận lợi shop trả lời tin nhắn nhiệt tình có điều quần nhìn không giống mẫu mặc lắm tại mình mặc lên nó rộng thù lù mình cao 1m5,5,,1,1,1
sản phẩm vừa y. Mặc hơi chật tí. Nhưng với giá tiền thì rẻ. Ủng hộ lần sau,5,,0,0,1
"quần đẹp giá cũng oke nhưng mỗi tội lúc giặt ra màu nhiều quá,màu xanh đã nhạt ra màu càng nhạt hơn",5,,0,0,2
"quần đẹp, mặc vừa khít. mua lần nào cũng vừa ý. sẽ ủng hộ shop lâu",5,,0,0,2
"mình cao 1m68, nặng 50kg ",5,,0,0,0
"chất vải oke, mình thấp nên mặc hơi dài chút xíu, hình ảnh mang tính chất nhận xu",5,,0,0,1
chất lượng tuyệt vời. Mình ủng hộ 5 sao cho shop,5,,0,0,1
"quần oke ạ, giặt không đổ màu, nhưng chỉ thừa nhiều, khó xử lý ạ. hợp lý với tiền bỏ ra ạ",5,,0,0,2
"quần kiểu đơn giản, mình cao 1m5",5,,0,0,2
"quần may đẹp, màu như hình, đo theo số liệu shop đưa là chọn đúng quần vừa y ngay",5,,0,0,2
quá tuyệt vời,5,,0,0,1
eo ơi ưng dã man ý mình 1m60 nặng 45kg,5,,0,0,1
quần mẫu đẹp giao hàng khá nhanh khá hài lòng về thái độ phục vụ cảm ơn shop,5,,0,1,2
"shop giao hàng rất nhanh, quần đẹp mình đùi to nên phân vân nhưng chọn size S thì vừa vặn, 1m5",5,,0,1,2
đẹp lắm nha mọi người ơi mình 1m68 nặng 49kg,5,,0,0,1
"quần xinh lắm nha. cám ơn shop lười chụp hình, để đỡ hình này .mà giao hàng nhanh nữa",5,,0,0,2
"quần bận vừa nha, dáng quần đẹp, y hình, giao hàng nhanh, giá vừa rẻ vừa đẹp. cảm ơn shop",5,,0,0,2
"quần đẹp vải đẹp, shop làm có tâm cảm ơn shop, mình sẽ ủng hộ tiếp  ",5,,0,0,2
sản phẩm tuyệt vời lắm nha mình 1m63,5,,0,0,1
"màu xinh lắm, quần hơi rộng so với mình nhưng thế này là quá xinh rồi ",5,,0,0,2
"quần xinh lắm shop ơi mình 1m68, nặng 48kg mặc size L hơi rộng phần đùi xíu",5,,0,0,2
"vải oke lắm, quần đẹp, giá cả phải chăng nên mua nhé mọi người, sẽ ủng hộ lầm sau",5,,0,0,2
"quần mua shope đẹp nhất không có gì để chê nói chung ngon bổ rẻ xuất sắc luôn, ủng hộ shop 5 sao",5,,0,0,2
hàng chất lượng ổn so với giá thành giao hàng hơi lâu chút nhưng cũng không sao,5,,0,1,1
"với mức giá này thì quần nhận về đẹp ạ. đường may khá chắc. thấy mọi người đánh giá là quần khá dài nhưng với mình 1m60, nặng 41kg thì vừa y cả eo lẫn chiều dài quần. tóm lại là đẹp ạ",5,,0,0,2
"quần siêu chất lượng ạ, mình cao 1m5",5,,0,0,2
mua size M về mặc vừa y luôn.tui cao 1m7 nặng 48kg mua size L thì mặc vừa hơn nếu mấy bạn thích mặc dài á,5,,0,0,1
quần bò giá rẻ nhưng mặc thích lắm nhé. chất bò khá mềm không thô với cứng như 1 số loại. ống quần bên ngoài to hơn trong ảnh chút. mình 5 sao,5,,0,0,2
"giao nhanh đường chỉ may không chắc chắn ở ống quần vải hơi mỏng, mặc lên khá oke tiền nào của nấy thôi không đòi hỏi nhiều.",5,,0,1,2
