,khach_cmt,rating,shop_phan_hoi,shop,dvvc,sp,Unnamed: 2
895,nhìn thì đẹp nhưng mua về không như ý muốn.gói hàng hộp bể từa lưa,1,dạ shop đã liên hệ hỗ trợ đơn hàng cho bạn rồi ạ. cảm ơn bạn đã ủng hộ shop. hẹn gặp lại bạn ạ,0,0,2,
896,"quần không được xinh lắm, mọi người muốn mua quần tây thì nên lên tận nơi để mua nhé.",1,,0,0,2,
897,"vải rất là ok, sờ mát tay, nhưng mình 44kg mà size s thì quá chật  nhắn tin nhờ shop hổ trợ đổi hàng mà không thấy phản hồi gì hết",1,,1,0,1,
898,"muốn ăn lại 200 xu thì 1☆ nhá shop. người ta có video, hình ảnh mà không liên quan.",1,"bạn ui, xu là do shopee quản lý ạ, bên shop không được quyền về quản lý xu ạ. oan cho m quá  - lưu ý: để chọn size quần chuẩn các bạn hãy lựa chọn theo số đo vòng eo & vòng mông nhé! 🌟xm ngọc duy cam kết 💯 %🌟 + miễn phí đổi - trả hàng lỗi, nhầm mẫu và size do shop. + hỗ trợ đổi hàng, size, màu khi khách đặt nhầm. + thu hồi hàng - hoàn tiền khi khách nhận hàng không thích",1,0,0,
899,không ngờ shop hỗ trợ xử lý đơn hàng quá tệ.mua hàng thanh toán online ngày 3/8 rồi thấy lâu giao mình vào xem bấn nhầm đã nhận nhưng thực ra mình chưa nhận hàng nhờ shop hỗ trợ giúp mình mà chờ mãi tới hôm nay 25/8 cũng chưa thấy hoàn tiền giúp mình.chán,1,"chào b, b thông cảm ạ, về việc đơn hàng đi chậm bên m có gọi cho bên vị chuyển nhưng cũng chỉ nhận được thông báo là khách và shop thông cảm khi giao hàng chậm ạ, 🌟xm ngọc duy cam kết 💯 %🌟 + miễn phí đổi - trả hàng lỗi, nhầm mẫu và size do shop. + hỗ trợ đổi hàng, size, màu khi khách đặt nhầm. + thu hồi hàng - hoàn tiền khi khách nhận hàng không thích + mỗi người một dáng nên để chuẩn size quần nhất các bạn hãy lựa chọn theo số đo vòng eo & vòng mông",1,0,0,
900,hàng xấu không chất lượng vải xấu không đúng form nói chung là hàng quá xấu ,1,"chào bạn võ thị thu, shop rất lấy làm tiếc khi sản phẩm không làm bạn ưng ý. shop có nhắn tin để đổi hàng cho b rồi nhé, bạn check tin nhắn giúp mình ạ. ngoài ra, sản phẩm quần tây 2 cúc bấm là hàng độc bên shop bán đầu tiên trên shopee với 583 - đánh giá và 1,5k - đã bán và bạn là người đầu tiên đánh giá 1* cho sản phẩm này. 🌟 xm ngọc duy - nếu sản phẩm bị lỗi, đừng vội đánh giá hay bấm hoàn hàng trả tiền mà hãy nhắn tin cho shop -> shop cam kết đổi hàng nếu bạn không ưng ý sản phẩm",0,0,1,
901,"vải mỏng , form xấu nói chung là không nên mua",1,,0,0,2,
902,xấu .mua size l rồi vẫn bị bó,1,"chào b, shop rất lấy làm tiệc khi sản phẩm chưa làm b ưng ý. các b có cân nặng giống nhau nhưng sẽ có vòng eo mông khác nhau nên size quần cũng khác nhau ạ 🌟xm ngọc duy cam kết 💯 %🌟 + miễn phí đổi - trả hàng lỗi, nhầm mẫu và size do shop. + hỗ trợ đổi hàng, size, màu khi khách đặt nhầm. + thu hồi hàng - hoàn tiền khi khách nhận hàng không thích + mỗi người một dáng nên để chuẩn size quần nhất các bạn hãy lựa chọn theo số đo vòng eo & vòng mông",0,0,1,
903,thiếu quần mình đặt 3 cái mà giao mỗi hai,1,"chào bạn, bên m đã gửi b chiếc thiếu ngay sau hôm nhân viên bên m gửi hàng đi qua bên vận chuyển ghtk với mã 760023027. nhân viên chăm sóc khách hàng bên shop đã gọi điện cho bạn xem đã nhận được hàng chưa, bạn bảo đã nhận được. hy vọng lúc nào bạn vào shopee và đánh giá lại sản phẩm bên shop ạ, cảm ơn bạn. xm ngọc duy - hana cam kết đổi miễn phí 1-1 nếu hàng bị lỗi, sai mẫu hay size.",1,0,0,
904,nghĩ sao giao cho nhắn tin cái áo này hả trời. tính bán cho người khổng lồ mặc hả. bố mấy con điên hãm. mắt mày chỉ để trang trí thôi hả. chắc phải 80 cân mới mặc vừa . mày có lấy về cho thằng cha mày mặc để tao gửi lại,1,dạ chào chị ạ. cám ơn chị đã đánh giá sản phẩm ạ.chị ơi hàng bên shop có làm sao bên shop có hỗ trợ đổi trả chị nhé. rất xin lỗi chị vì đã không làm chị hài lòng ạ. chúc chị luôn vui vẻ ạ .,1,0,1,
905,chất áo chữ lỗi dính vào nhau xong hỏng chữ áo mát không nóng .,1,dạ chào chị ạ. dạ shop xin lỗi chị vì sự cố không mong muốn này ạ. do shop đặt xưởng sl nên có 1 2 chiếc bị lỗi.bên shop có hỗ trợ đổi trả ạ. mong chị inbox cho shop để được hỗ trợ đổi trả nhanh nhất ạ.shop xin lỗi chị rất nhiều ạ,0,0,1,
906,chất lượng sản phẩm tệ hình trên áo bị lem không rõ hình nói chúng là xấu qá ,1,dạ chào chị ạ.dạ shop rất lấy làm tiếc khi không làm hài lòng chị ạ.dạ kiểu hình in nó vậy chứ không phải lem đâu ạ.hình là 1 lớp mặt nạ chứ không phải là da mặt của hình nên không thể trắng mịn chị nhé.chúc chị 1 ngày vui vẻ và hạnh phúc ạ,0,0,1,
907,chất áo này shop khác mình mua có 65k. nghĩ đắt tiền thì chất tốt hơn nhưng lại bị mua đắt. quá thất vọng. lần đầu tiên mua shopee mà thấy thất vọng thế này,1,dạ chào bạn ạ. bạn ơi. 65k của bạn là shop nào ạ. hay bạn đang là đối thủ để vào chơi xấu ạ. ^ . hàng bên shop chất khác hoàn toàn với loại 65k của bạn nhé. chất 65k của bạn mặc có mát không ạ. hay là loại chất coton bình thường mặc nóng và nhanh hỏng ạ.bên shop có hỗ trợ đổi trả bạn nhé. hàng không đúng chất bạn có thể trả lại cho bên shop ạ. chúc bạn mua sắm vui vẻ!,0,0,1,
908,đến bây giờ mình vẫn chưa nhận được hàng. đơn hàng chưa thành công. nhắn tin shop không rep? trong khi mình report ngay  rồi,1,dạ chào chị ạ.shop rất xin lỗi vì làm chị không hài lòng ạ. cái này là do shipper họ đã tích nhận hàng trước để lấy điểm thành tích. bên shop có dục bên giao hàng nhưng chưa được hỗ trợ. và bên shop có nhiều khách inbox hỏi nên shop rep không kịp. mong chị thông cảm ạ. chúc chị luôn vui vẻ ạ,1,1,0,
909,không cho viết nhiều nên em viết lại trong máy ,1,"khách hàng khiếu nại áo bị lỗi bên shop đã chấp nhận trả hàng hoàn tiền và shopee cũng đã hoàn tiền lại cho khách về ví rồi , shop cũng đã gọi khách kiểm tra nhưng khách không biết kiểm tra tiền hoàn về đâu rồi đánh giá shop 1* là phục vụ kém thì shop không biết là shop phục vụ kém chỗ nào ạ . đơn cũ bạn được hoàn tiền lên không đánh giá được bạn đặt đơn khác để đánh giá 1* trong khi shopee hoàn tiền về ví của bạn rồi shop cũng không hiểu bạn muốn gì nữa ạ.",0,0,0,
910,giao sai mẫu. mình nhắn tin nhưng shop không thèm trả lời. sợ thật đấy. chỉ có 1 lần thôi ,1,dạ chào chị ạ.dạ shop xin lỗi chị vì sự cố này ạ.bên shop có hỗ trợ đổi trả nên chị yên tâm nhé và bên shop có trả lời chậm 1 xíu mà chị đánh giá luôn 1*. bên shop trả lời khách lần lượt. do nhiều khách hỏi nên không thể nào ngay lập tức được ạ. cám ơn chị đã tin tưởng và đặt hàng bên shop. chúc chị 1 ngày vui vẻ và hạnh phúc ạ,1,0,0,
911,"màu áo không như hình, nhiều chỉ thừa",1,,0,0,1,
912,"chất vải ok, chữ mới giặt đã bung nhẹ rồi",1,dạ chào chị ạ. cám ơn chị đã đánh giá sản phẩm ạ.chị ơi hàng bên shop có làm sao bên shop có hỗ trợ đổi trả chị nhé. rất xin lỗi chị vì đã không làm chị hài lòng ạ. chúc chị luôn vui vẻ ạ .,0,0,2,
913,hàng lỗi chỉ lỗi vải áo không giống hình,1,dạ chào chị ạ. cám ơn chị đã đánh giá sản phẩm ạ.chị ơi hàng bên shop có làm sao chị inbox chát bên shop có hỗ trợ đổi trả chị nhé. rất xin lỗi chị vì đã không làm chị hài lòng ạ. chúc chị luôn vui vẻ ạ .,0,0,1,
914,gói hàng thì cẩu thả. nhắn tin thì chậm rep. nhắn đến như vậy rồi mà vẫn cố tình gửi hàng. chả lẽ lại boom thì không thành gì. mua về thừa cả 3 cm thì đi tin nhắn được. chất lượng quá kém. mọi người cân nhắc vì thái độ làm việc không có trách nhiệm,1,,1,0,1,
915,giao hàng quá lâu mình nhắn tin giục hàng thì không thèm tl sản phẩm thì ok nhưng tư vấn chán .sẽ không quay lại lần nào nữa.đóng gói sơ sài,1,,1,1,0,
916,"shop bán giày mà thiếu dây giày, nhắn tin báo thì rất lâu mới trả lời sẽ gửi nhưng không gửi. nhắn tin không thèm trả lời, shop làm ăn mà không có trách nhiệm với sản phẩm mình bán ra là sao vậy khác nào gian dối lừa khách ?",1,,1,0,3,
917,"quá là buồn luôn, giày may mình đặt tăng 1 size nên đi tạm nhưng dây giày lại màu vàng nhẹ chứ không phải màu trắng  đã thế lại thêm được quá ship mài giày dưới đường xong dùng băng đinh dán lại chỗ rách như thế kia. vì mình nhờ người nhận hộ chứ không chắc đòi hoàn trả luôn rồi ",1,,1,0,3,
918,tuy biết là rẻ thì chất lượng sẽ không tốt nhưng mà với giá 99k mà giày không khác gì hàng 50-60k biểu tượng thì bên cao bên thấp không có cái gì để giữ form giày đóng gói sơ sài nát giày,1,,0,0,3,
919,"trên gói hàng có dấu vết cháy xém như tàn thuốc lá,kiểm tra thấy cháy đen cả 2 khía trên đế giày ! chà cỡ nào cũng không ra. mình không biết đây là lỗi của shop hay do như vậy. nhân viên giao hàng nhưng thực sự rất bực bội !",1,,1,0,0,
920,giao nhầm size giày ghi chú thêm 1 đôi 37 nữa mà lại giao cả 2 đôi 36 giày đẹp nhưng giao nhầm size thất vọng quá mong shop để ý hơn,1,,1,0,0,
921,mình vừa nhận giày xong mà 1 chiếc bên trái bị như này. thấy thất vọng quá,1,,0,0,3,
922,"phục vụ quá kém, thiếu chuyên nghiệp. đặt 2 đôi màu đen 1 đôi giày không dây thì lại gói 2 đôi màu trắng ",1,,1,0,0,
923,"giày không chuẩn size, đặt size 37 mà to như 38,39. rộng  lắm.nhắn tin shop không rep.",1,,1,0,3,
924,chất lượng kém nên lùi lại một size mình mua mang không vừa cũng không được hoàn lại shop làm ăn chậm trễ mua hai đôi nhưng kém chất lượng một đôi nha mọi người cân nhắc khi mua,1,,1,0,0,
925,xấu lắm trời ơi mũi giày bị lệch giây dày ngắn kéo giày dính tùm lum hết,1,,0,0,3,
926,"mình đặt 37 mà gửi cho 39 + giày không được sạch lắm , nhìn như giày cũ í . thất vọng",1,,1,0,0,
927,"shop thiếu chuyên nghiệp đặt lần đầu giao nhầm size lần sao đặt lại dặn dò trước lên đơn kĩ vẫn giao sai size và thiếu 1 đôi giày 8 vớ, nhắn shop trả lời rất chậm đổi trả hàng khó khăn 4-5 ngày mình nhắn phê bình lum la mới chịu giao hàng bù một chiếc 35 một chiếc 36 mất thêm phí ship nữa",1,,1,0,0,
928,"đặt 35 mà đi rộng 1 khúc, mác ghi 35 nhưng chân 37 mới vừa được",1,,1,0,0,
929,"giày size 36 nhưng chân size 38 mới đeo vừa. mình mua 36 mà đeo bị rộng,giày mới mà phần đế giày bị bẩn",1,,0,0,3,
930,"mình đặt 2 đôi mà giao một , nhắn tin thì shop không trả lời thấy đánh giá cao vào mua mà làm ăn thế à đánh giá ảo à lần đầu mua ở shop đã như vậy rồi không bao giờ quay lại mua lần 2 nữa chán",1,dạ shop cảm ơn bạn nhé. giày shop bán giá tại xưởng nên chắc chắn sẽ chất lượng và rẻ hơn so với các shop khác nhiều . cùng mẫu và chất lượng mà giá lại còn rẻ hơn . các bạn nhanh tay để sở hữu cho mình một đôi đang làm mưa làm gió này nhé chúc bạn có một ngày vui vẻ ạ,1,0,0,
931,giao sai size giày mặc dù đã nhắn cho shop là phải giao đúng size rồi . đặt 37 mà giao 36. giày đẹp nhưng vẫn cho 1 sao,1,dạ shop cảm ơn bạn nhé. giày shop bán giá tại xưởng nên chắc chắn sẽ chất lượng và rẻ hơn so với các shop khác nhiều . cùng mẫu và chất lượng mà giá lại còn rẻ hơn . các bạn nhanh tay để sở hữu cho mình một đôi đang làm mưa làm gió này nhé chúc bạn có một ngày vui vẻ ạ,1,0,0,
932,shop này xét về thái độ cực kì thiếu chuyên nghiệp .nọ mình có mua giày của shop nhưng đặt nhầm size 37 và sẽ đặt lại 36 nhưng mình đã trả hàng rồi và bên shop cứ khăng khăng trả trong shopee pay mặc dù mình không có tài khoản ngân hàng.mình rất khó chịu với shop thái độ cực kì vô trách nhiệm,1,,1,0,0,
933,shop gì mà chán quá đặt size lớn mang không vừa liên hệ shop đổi size nhỏ hơn gọi điện lần 1 thì 1 người phụ nữ nghe bảo lộn số điện lần 2 thì 1 giọng đàn ông nghe bảo không phải bảo lộn số điện,1,,1,0,0,
934,đã nhắn lưu ý cho shop giao đúng size mà vẫn giao sai  đặt 36 thì giao 37 ,1,,1,0,0,
935,"đầu mũi giày thừa keo quá nhiều, gói không cẩn thận chỉ bọc qua túi bóng làm bẹp form giày, mở hàng ra nồng nặc mùi keo ",1,,0,0,3,
936,"hàng kém chất lượng. giày bị rách- keo dính - shipper lấy tiền thêm nhắn với shop,shop không trả lời không giải quyết. cẩn thận khi mua",1,,1,0,3,
937,size giày to hơn bình thường. đặt 36 rồi shop lại giao 37 đi không vừa. đóng gói chán không tả nổi. bọc mỗi túi bóng giao tới nơi rách hở luôn cả giày ra. giao hàng bình thường,1,,1,1,3,
938,giày cực kỳ xấu hoàn toàn khác so với ảnh . nhận hàng mở ra giày dài như quả mướp vậy đó các bạn . không nên mua nhé ,1,,0,0,3,
939,dây giày bẩn không hộp không giống như hình giây đã bẩn lại còn đứt nữa nói chung là tiền nào của nấy,1,dạ shop cảm ơn bạn nhé. giày shop bán giá tại xưởng nên chắc chắn sẽ chất lượng và rẻ hơn so với các shop khác nhiều . cùng mẫu và chất lượng mà giá lại còn rẻ hơn . các bạn nhanh tay để sở hữu cho mình một đôi đang làm mưa làm gió này nhé chúc bạn có một ngày vui vẻ ạ,0,0,3,
940,"giày xấu, form vớ vẩn .bạn mình chân 37 đi size 35 vừa  đế cứng như đá, đi đau chân. shop không cho đổi hàng. chưa gì đã bảo trả hàng. chữ trên giày là in chứ không phải chữ thêu như shop khác.",1,,1,0,3,
941,shop lừa đảo,1,,1,0,0,
942,shop giao giày mà không cho dây không biết mang kiểu gì ạ ,1,,1,0,0,
943,size 36 bố em không đi vừa,1,,0,0,3,
944,giày ổn nhưng mà bị lỗi logo một bên thêu một bên dán là sao ạ ?,1,,0,0,3,
945,đặt hàng từ ngày 8.11 đến giờ không thấy hàng đâu.,1,,0,1,0,
946,"size 37 nhưng rất rộng, dư cả khúc như size 39 40 vậy đó nhắn tin cho shop thì trả lời kiểu vô trách nhiệm và sau đó không thèm trả lời nữa. chả hiểu kiểu gì",1,dạ shop cảm ơn bạn nhé. giày shop bán giá tại xưởng nên chắc chắn sẽ chất lượng và rẻ hơn so với các shop khác nhiều . cùng mẫu và chất lượng mà giá lại còn rẻ hơn . các bạn nhanh tay để sở hữu cho mình một đôi đang làm mưa làm gió này nhé chúc bạn có một ngày vui vẻ ạ,1,0,0,
947,"giao hàng thiếu dây giày, nói gửi lại tới 2 3 tuần không thấy đâu.",1,,1,1,0,
948,"giày mang rộng, in kích cỡ bị sai, dán size 36 nhưng thật ra là 38,mang bị tuột ra, mong shop chú ý thêm.",1,dạ shop cảm ơn bạn nhé. giày shop bán giá tại xưởng nên chắc chắn sẽ chất lượng và rẻ hơn so với các shop khác nhiều . cùng mẫu và chất lượng mà giá lại còn rẻ hơn . các bạn nhanh tay để sở hữu cho mình một đôi đang làm mưa làm gió này nhé chúc bạn có một ngày vui vẻ ạ,0,0,3,
949,lộn size giày thất vọng quá,1,dạ shop cảm ơn bạn nhé. giày shop bán giá tại xưởng nên chắc chắn sẽ chất lượng và rẻ hơn so với các shop khác nhiều . cùng mẫu và chất lượng mà giá lại còn rẻ hơn . các bạn nhanh tay để sở hữu cho mình một đôi đang làm mưa làm gió này nhé chúc bạn có một ngày vui vẻ ạ,1,0,0,
950,mua size 38 mà giày cứ như 40-41 rồi dán tem 38 vào vậy á. mang rộng cả 4cm. bực mình,1,,0,0,3,
951,giày đẹp nhưng mà bán giày không có dây,1,,0,0,3,
952,đặt size 35 shop giao size 37 ạ. lần đầu tiên mua hàng trên shopee mà bị như vậy. mọi người nếu chọn mua shop này lưu ý nhé. chân đi size 35 xỏ vào đôi to như tổ bố ai mà đi vừa được.,1,,1,0,0,
953,mình chưa nhận được hàng mà vẫn bảo giao hành thành công. mình chẳng hiểu gì luôn. đến giờ mình vẫn chưa nhận được hàng nhé,1,"bạn ơi đó là do bên vận chuyển bị lỗi , bạn thông cảm cho bên mình nhé ",1,0,0,
954,"mình đặt size 36 mà lại giao size 38, nhắn tin bảo shop xử lý mà không thấy phản hồi, không hiểu shop làm ăn kiểu gì luôn ",1,,1,0,0,
955,shop giao nhầm size giày mình đặt 38 mà giao 39,1,,1,0,0,
956,giày khá là ok nhưng mà shop làm không không tin tưởng được đặt size 37 nhưng nhận được hàng lại là size 39,1,,1,0,3,
957,"shop giao thiếu dây giày, lại bị rách nữa",1,,1,0,0,
958,"sản phẩm bị rộng , ẩm ướt",1,,0,0,3,
959,shop giao hàng không đúng size đặt 37 mà giao 39,1,,1,0,0,
960,hàng quá tệ,1,,0,0,3,
961,sản phẩm không như hình,1,,0,0,3,
962,"giày form to, mang lỏng chân ",1,,0,0,3,
963,không dây thì sao đeo ạ,1,,1,0,0,
964,hình ảnh nhận xu nhưng mà chất lượng sản phẩm quá tệ về đến nơi đã bung đế ,1,"dạ, cảm ơn bạn 3*s đã mua hàng tại shop! nếu bạn gặp sự cố gì hay có vấn đề gì thắc mắc về sản phẩm hay bạn có bất cứ câu hỏi nào hãy chat ngay cho shop để được giải đáp và hỗ trợ. shop luôn mong muốn mang đến chất lượng và dịch vụ tốt nhất cho khách hàng nên có gì không hài lòng hãy inbox cho shop nhé! chúc bạn có nhiều sức khỏe, vui vẻ và thật xinh đẹp nhé! yêu thương và biết ơn!",0,0,3,
965,"shipper như cứt, đường chạy qua không được kêu đợi 5 phút mình chạy vô lấy mà không chịu là không xong cái lấy luôn đơn mình",1,,0,1,0,
966,"shop đừng nghĩ mình là người bán, đánh giá thấp để hạ uy tín nhé, hoàn toàn là người mua bình thường ! shop chuẩn bị hàng quá lâu, khi nhắn tin hỏi thì shop rep lại rất lâu, đến mức đặt hàng từ ngày 12, thì đến ngày 27 mới nhận hàng, thì người mua rất khó chịu. sản phẩm thì bị lỗi như vậy, giá cũng không phải rẻ",1,dạ bạn báo sản phẩm lỗi. ok bên m báo b chọn trả hàng hoàn tiền sao bạn không chọn lại lại bắt shop trả lại bạn 50k là sao ạ. shop không đồng ý trả bạn vào đánh giá 1 sao có kì quá không ạ,1,0,0,
967,"đặt size 39 nhưng giao 38, lỗi của shop nhưng lúc đầu nói hỗ trợ đổi và chịu phí, sau khi gọi hotline trao đổi chi tiết thì lại bảo không đổi chỉ đồng ý hoàn hàng. thái độ nhân viên không tốt, bỏ ngang không rep khi khách yêu cầu đổi đúng lại sản phẩm theo đơn đặt.",1,dạ vâng shop rất xin lỗi vì đã gửi sai hàng cho bạn. đúng là lỗi của shop ạ. bên shopee có chính sách trả hàng hoàn tiền. bên shop cũng có báo bạn rồi nhưng bạn một mực đòi shop bù tiền cho bạn thì đâu có được ạ,1,0,0,
968,"chất liệu rất ổn , đóng gói cản thận, chưa có time để chụp sản phẩm nên up tạm. nhưng cách làm việc của shop không ổn, tôi nghĩ mọi người nên cân nhắc vì sự kiên trì chứ shop trong nước nhưng giao hàng quá lâu, . thái độ shipper cũng khó chịu",1,,1,1,3,
969,hàng lỗi nhắn tin shop không trả lời hộp méo mó trầy da rất lớn nói chung là không được thấy người mua đánh giá 5 nhiều mà như này là hỏng rồi ,1,,1,0,3,
970,"shop giao thiếu đơn hàng,thì mình đã nhắn lại cho shop nhưg không nhận được phản hồi nào từ shop. nên mình đã phải gọi điện bằng sđt và nhắn tin ngoài để phản ánh. nhưng shop phản hồi rất là chậm, và trả lời không có tâm. mọi người mua hàng shop này nên cẩn thận nha!",1,dạ chị xem lại độ lươn lẹo của mình nha.bên m đã xin lỗi và báo c chọn hoàn tiền sản phẩm thiếu do sai xót bên e. nhưng chị bảo là hoàn tiền lâu lắm chuyển khoản cho c đi.v à rồi thì sao ạ. nhận được tiền xong vào đánh giá 1 sao. :d sợ nhất mấy con người lươn lẹo!,1,0,0,
971,"ở da có vết bị dao cắt vào hay bị xước sâu gì đó, mình đã inbox nhưng không thấy bên shop trả lời hay giải quyết mặc dù lúc nào cũng online? lần đầu tiên mua hàng mà bực thế này luôn !",1,,1,0,3,
972,khoá cũ bạc màu rồi. gót thì bị chóc da ra rồi ạ,1,,0,0,3,
973,shop gửi sai size giày . mình đặt 35 gửi 37 nên mình không đi được. có lên hệ chuyển trả nhưng dịch bệnh mình không mang ra ship về được nên thôi coi như bỏ mất tiền oan,1,,1,0,0,
974,"chất lượng boot bình thường, giá 250k là không đáng. người bán nói chuyện mất lịch sự ",1,shop xin bạn đưa ra bằng chứng được không ạ. hay bạn cũng bán hàng nên muốn hạ thấp uy tín của shop ạ. chứ sao bạn nói không đáng tiền bên mình có gọi báo cho người qua hoàn lại bốt thì bạn báo không và tắt máy vậy ạ. mọi vấn đề sau khi mua hàng bên shop đều rất nhiệt tình xử lí cho khách bạn nhé. còn nếu bạn cũng bán hàng thì đừng dùng mấy cái trò họ thấp uy tín người khác ạ. không có đức cho con cái đâu ạ,1,0,3,
975,tư vấn không chuẩn size đâu mọi người nhé,1,xin hình ảnh bạn bảo shop tư vấn size mà sai với ạ. tất cả các khách m đều tư vấn như nhau các khách khác vẫn vừa bạn nhé,1,0,0,
976,"sản phẩm quá tệ, màu khác với hình",1,,0,0,3,
977,đặt màu trắng giao màu đen coi có tức không,1,,1,0,0,
978,"đặt 14 đôi đen, giao 10 trắng 4 xám bảo như vậy soạn sai, giao 2 màu là cố ý vì ai đi đổi trả tất mất công bảo giúp đánh giá 5 sao rồi cho mã giảm 20k đơn mua sau, mà lúc hỏi định mua 2 bộ đồ hơn 300k nữa thì bảo áp mã giảm của shop 20k đơn từ 299k vốn dĩ shop đã cho tất cả mọi ng thì có khác gì đâu ",1,bên mình có giảm giá 20k cho đơn hàng tiếp theo bạn nhé,1,0,0,
979,"mọi người không nên mua shop này nhe. làm ăn dối lừa khách hàng. đặt size m mà giao hàng thì bên ngoài ghi size m bên trong là size l mà bảo đổi thì shop nói là sẽ đổi mà từ ngày 24/11 đến 17/12 vẫn chưa nhận được . nhắn tin không trả lời luôn , shop rep khi các bạn chưa đánh giá , đánh giárồithì nó im re.",1,,1,1,0,
980,lúc mở hàng ra form siêu đẹp lun mà giặt xong nó teo vào thành như này  giặt đúng theo hướng dẫn luôn ạ,1,,0,0,3,
981,"chất liệu đẹp rất phù hợp với giá tiền , giao hàng nhanh , shop phản hồi tốt ạ ",1,,1,1,3,
982,quần rộng quá đi không biết chất vải là gì thấy không ổn lắm chắc dễ bị xù lông lắm luôn,1,"dạ shop thật tiếc sản phẩm bạn sử dụng chưa được ưng ý ạ shop có nhắn tin, gọi điện cho bạn nhưng không nhận được phản hồi ạ dạ quần bạn mặc bị rộng shop có chính sách đổi sản phẩm miễn phí ạ, shop hỗ trợ một phần phí ship ạ quần chất liệu kaki co dãn nên mặc thoải mái ạ, sau một thời gian sử dụng quần có hơi xổ lông một xíu xíu thui ạ nhưng nhìn bình thường sẽ không thấy rõ, nhìn kỹ mới thấy ạ!",0,0,2,
983,vải nhăn,1,"dạ shop thật tiếc vì sản phẩm bạn chưa được ưng ý ạ dạ quần khi giặt phơi khô có phần hơi nhăn xíu ạ, nhưng bạn chỉ cần vuôt phẳng bằng tay là quần sẽ hết nhăn, để quần đẹp hơn bạn chỉ cần ủi qua là phẳng phiu ngay ạ. shop xin ghi nhận ý kiến đóng góp từ bạn, shop sẽ cố gắng đưa ra chất liệu vải tốt hơn nữa để có thể nâng cao chất lượng sản phẩm và đem đến những sản phẩm chất lượng nhất tới các bạn ạ!",0,0,1,
984,mình m56 nặng 48 mặc size m mà rộng với dài lắm  nên khuyên mọi người suy nghĩ kĩ trước khi mua còn chất thì bình thường không đẹp lắm nhưng với giá vậy là được,1,dạ shop thật tiếc vì quần mặc bị dài và rộng ạ như bảng thống số và bảng size sản phẩm bạn chọn size s sẽ hợp hơn ạ shop thấy bạn phản hồi shop đã liên hệ với bạn để hỗ trợ bạn đổi sang size khác rùi ạ shop mong nhận được thêm những ý kiến đóng góp từ bạn để shop có thể cải thiện chất lượng sản phẩm và dịch vụ tốt hơn nữa ạ!,0,0,2,
985,"không có nhãn mác gì cả ,mỗi cái quần không à  quần có mùi kì kì ,nhăn nheo  không hiểu shop làm ăn kiểu gì , đặt từ 9/9 mà đến tận 18/9 mới lấy được hàng , mà đó là do mình phải chủ động hỏi mới lấy được, chắc không hỏi cũng không thấy đâu , đợi chán mà muốn boom hàng ! ",1,"dạ shop rất xin lỗi vì sản phẩm không được ưng ý ạ dạ quần shop tự sản xuất nên bên trong quần chỉ có mác size. shop xin tiếp nhận ý kiến đóng góp của bạn để shop hoàn thiện sản phẩm hơn nữa ạ do vận chuyển nên shop đóng gói quần vào hộp carton, khi nhận quần có phần hơi nhăn và nhiều nếp gấp. quần có mùi là mùi vải kaki mới ạ nên bạn chỉ cần giặt qua là hết mùi và hết nhăn ạ vấn đề giao hàng chậm vì bên vận chuyển là đối tác của shopee ạ, đôi khi do quá tải đơn hàng hoặc gặp lỗi trong lúc vc ạ",0,1,2,
986,mới mua bóc ra đã bị rách ống quần.mọi người nên cân nhắc.,1,,0,0,2,
987,quần khác trong hình quần màu trơn và giao quần có túi shop làm ăn chán quá tốn 150k chứ ít gì làm ơn bán có tâm hộ tiền người ta làm ra mà bán vậy,1,,0,0,2,
988,shop giao quần rách mua lâu giờ mới có thời gian lục ra xem lấy ra thì quần rách,1,,0,0,2,
989,sản phảm kém chất lượng chỉ 1 lần giặt là rách. thất vọng về sản phẩm,1,"dạ shop rất xin lỗi bạn vì lỗi này của sản phẩm ạ dạ shop đã liên hệ với bạn để gửi sản phẩm mới đổi cho bạn rùi ạ dạ shop rất mong bạn thông cảm, shop cũng rất hiểu được cảm giác khi mua sản phẩm mà chất lượng không được đảm bảo một lần nữa shop xin được xin lỗi bạn, shop sẽ cố gắng hoàn thiện kiểm soát chất lượng sản phẩm tốt hơn nữa để không xảy ra lỗi tương tự ạ!",0,0,2,
990,mặc được mấy lần là rách,1,,0,0,2,
991,nhận hàng xong giặt lần đầu hết 4 thau nước đen xì. chẳng hiểu màu của vải quần hay lấy quần nhuộm màu nữa. nói chung là rất muốn tích cực cho shop nhưng rất tiếc nhé!,1,,0,0,2,
992,sản phẩm không bình thường chỉ may không cân đối dẫn đến quần không cân bằng khi mặc vào bị nhăn nhó quần không đều nói chung không đánh giá cao sản phẩm,1,,0,0,2,
993,được ông dân chơi shipper hàng mọi người ạ lúc nói chuyện tôi muốn vả vào mặt vài cái rồi boom hàng luôn ấy nhưng tại hàng shop này đẹp ổn nên nhận thôi mua lần 2,1,,0,1,0,
994,mình chỉ mới mặc 1 hôm tết mà quần như vầy rồi quần dáng ổn nhưng chất lượng vải và đường may còn quá kém,1,,0,0,2,
995,"sản phẩm đẹp , chất liệu tốt,không chỉ thừa, vải mát , gói cẩn thận ,giao hàng nhanh, hơi nhen, mà mới rớt 5 ngàn nên cho 1 *",1,,0,1,2,
